Date and time:,2020-12-17 11:32:39
Notes:

Chronoamperometry: CA I vs t
Date and time measurement:,2020-09-23 16:18:52,
s,µA
0.00000E+000,1.04065E-004
1.00000E-002,6.96874E-005
2.00000E-002,-1.56164E-006
3.00000E-002,6.59394E-005
4.00000E-002,-2.19066E-005
5.00000E-002,9.27200E-005
6.00000E-002,8.40640E-006
7.00000E-002,-2.96879E-006
8.00000E-002,4.86569E-005
9.00000E-002,2.40636E-006
1.00000E-001,8.79700E-005
1.10000E-001,-2.20315E-005
1.20000E-001,-1.07815E-005
1.30000E-001,4.88446E-005
1.40000E-001,-1.62189E-005
1.50000E-001,4.45945E-005
1.60000E-001,-9.84383E-006
1.70000E-001,9.59396E-006
1.80000E-001,8.01575E-005
1.90000E-001,-3.44069E-005
2.00000E-001,5.67820E-005
2.10000E-001,-1.09386E-006
2.20000E-001,2.15626E-006
2.30000E-001,7.18448E-005
2.40000E-001,-4.13444E-005
2.50000E-001,7.37200E-005
2.60000E-001,1.84369E-006
2.70000E-001,3.12328E-008
2.80000E-001,5.00946E-005
2.90000E-001,-2.91567E-005
3.00000E-001,7.05323E-005
3.10000E-001,-1.17190E-005
3.20000E-001,2.46882E-006
3.30000E-001,5.92196E-005
3.40000E-001,-3.42817E-005
3.50000E-001,7.20949E-005
3.60000E-001,-1.53136E-006
3.70000E-001,-2.90632E-006
3.80000E-001,7.00324E-005
3.90000E-001,-2.66566E-005
4.00000E-001,5.00946E-005
4.10000E-001,-4.68731E-007
4.20000E-001,5.53131E-006
4.30000E-001,6.17197E-005
4.40000E-001,-2.94068E-005
4.50000E-001,5.92196E-005
4.60000E-001,-6.84381E-006
4.70000E-001,1.77815E-005
4.80000E-001,5.93445E-005
4.90000E-001,-3.60317E-005
5.00000E-001,6.81572E-005
5.10000E-001,-1.25315E-005
5.20000E-001,2.20940E-005
5.30000E-001,4.95944E-005
5.40000E-001,-2.88441E-005
5.50000E-001,5.67195E-005
5.60000E-001,-6.71887E-006
5.70000E-001,6.03128E-006
5.80000E-001,4.15943E-005
5.90000E-001,-1.93441E-005
6.00000E-001,7.23448E-005
6.10000E-001,-1.70314E-005
6.20000E-001,2.39067E-005
6.30000E-001,4.57819E-005
6.40000E-001,-1.60315E-005
6.50000E-001,6.90322E-005
6.60000E-001,-1.39689E-005
6.70000E-001,1.37815E-005
6.80000E-001,3.31566E-005
6.90000E-001,-1.79691E-005
7.00000E-001,5.64697E-005
7.10000E-001,-4.84395E-006
7.20000E-001,2.77817E-005
7.30000E-001,3.68443E-005
7.40000E-001,-1.92816E-005
7.50000E-001,5.45321E-005
7.60000E-001,-1.00939E-005
7.70000E-001,2.44691E-005
7.80000E-001,4.69694E-005
7.90000E-001,-1.09689E-005
8.00000E-001,5.77822E-005
8.10000E-001,-1.83442E-005
8.20000E-001,9.90629E-006
8.30000E-001,4.23443E-005
8.40000E-001,-1.83442E-005
8.50000E-001,5.11570E-005
8.60000E-001,-7.65634E-006
8.70000E-001,2.20315E-005
8.80000E-001,3.70319E-005
8.90000E-001,-5.46885E-006
9.00000E-001,5.77197E-005
9.10000E-001,2.59376E-006
9.20000E-001,1.83439E-005
9.30000E-001,4.11568E-005
9.40000E-001,-4.22194E-005
9.50000E-001,6.29072E-005
9.60000E-001,-1.46565E-005
9.70000E-001,2.08440E-005
9.80000E-001,4.64070E-005
9.90000E-001,-2.16565E-005
1.00000E+000,6.50947E-005
1.01000E+000,-1.94690E-005
1.02000E+000,1.98441E-005
1.03000E+000,3.55942E-005
1.04000E+000,-1.09689E-005
1.05000E+000,5.49071E-005
1.06000E+000,-1.09689E-005
1.07000E+000,1.30939E-005
1.08000E+000,4.17194E-005
1.09000E+000,-2.27191E-005
1.10000E+000,6.28448E-005
1.11000E+000,-1.78440E-005
1.12000E+000,1.97816E-005
1.13000E+000,3.81567E-005
1.14000E+000,-1.87190E-005
1.15000E+000,6.24073E-005
1.16000E+000,-1.66566E-005
1.17000E+000,2.90942E-005
1.18000E+000,3.80318E-005
1.19000E+000,-2.35941E-005
1.20000E+000,5.78446E-005
1.21000E+000,-1.72191E-005
1.22000E+000,1.84691E-005
1.23000E+000,3.49069E-005
1.24000E+000,-2.32816E-005
1.25000E+000,7.30948E-005
1.26000E+000,-1.60315E-005
1.27000E+000,2.59066E-005
1.28000E+000,2.89693E-005
1.29000E+000,-2.05941E-005
1.30000E+000,6.19073E-005
1.31000E+000,-1.95940E-005
1.32000E+000,2.00942E-005
1.33000E+000,4.75945E-005
1.34000E+000,-1.42815E-005
1.35000E+000,6.04696E-005
1.36000E+000,-3.29692E-005
1.37000E+000,2.17817E-005
1.38000E+000,4.17194E-005
1.39000E+000,-2.81568E-005
1.40000E+000,5.94697E-005
1.41000E+000,-2.35317E-005
1.42000E+000,3.92194E-005
1.43000E+000,3.10316E-005
1.44000E+000,-2.37191E-005
1.45000E+000,6.52196E-005
1.46000E+000,-6.40631E-006
1.47000E+000,2.92816E-005
1.48000E+000,1.85316E-005
1.49000E+000,-3.46568E-005
1.50000E+000,7.22823E-005
1.51000E+000,-2.17817E-005
1.52000E+000,2.39692E-005
1.53000E+000,2.52817E-005
1.54000E+000,-4.09389E-006
1.55000E+000,5.66571E-005
1.56000E+000,-2.79067E-005
1.57000E+000,2.77193E-005
1.58000E+000,3.49693E-005
1.59000E+000,1.46866E-006
1.60000E+000,5.47197E-005
1.61000E+000,-2.55318E-005
1.62000E+000,2.74692E-005
1.63000E+000,2.85316E-005
1.64000E+000,-2.72818E-005
1.65000E+000,5.89697E-005
1.66000E+000,-2.15316E-005
1.67000E+000,2.65317E-005
1.68000E+000,1.53439E-005
1.69000E+000,-6.15644E-006
1.70000E+000,6.79698E-005
1.71000E+000,-2.10316E-005
1.72000E+000,3.69692E-005
1.73000E+000,2.10316E-005
1.74000E+000,-3.40629E-006
1.75000E+000,3.22192E-005
1.76000E+000,-2.91567E-005
1.77000E+000,2.84066E-005
1.78000E+000,3.40319E-005
1.79000E+000,-2.57192E-005
1.80000E+000,5.97820E-005
1.81000E+000,-1.21565E-005
1.82000E+000,3.29068E-005
1.83000E+000,2.09064E-005
1.84000E+000,-1.76566E-005
1.85000E+000,6.02198E-005
1.86000E+000,-2.03440E-005
1.87000E+000,2.83442E-005
1.88000E+000,2.08440E-005
1.89000E+000,-1.13440E-005
1.90000E+000,6.85947E-005
1.91000E+000,-3.38442E-005
1.92000E+000,3.57194E-005
1.93000E+000,2.59066E-005
1.94000E+000,-2.52817E-005
1.95000E+000,5.95946E-005
1.96000E+000,-1.68440E-005
1.97000E+000,3.39692E-005
1.98000E+000,3.49693E-005
1.99000E+000,-1.61564E-005
2.00000E+000,6.50947E-005
2.01000E+000,-2.08440E-005
2.02000E+000,2.90318E-005
2.03000E+000,2.15940E-005
2.04000E+000,-1.86565E-005
2.05000E+000,6.87823E-005
2.06000E+000,-3.60944E-005
2.07000E+000,4.20945E-005
2.08000E+000,3.04067E-005
2.09000E+000,-2.97818E-005
2.10000E+000,6.14071E-005
2.11000E+000,-2.94693E-005
2.12000E+000,4.14069E-005
2.13000E+000,1.09065E-005
2.14000E+000,-1.45941E-005
2.15000E+000,6.94072E-005
2.16000E+000,-1.81565E-005
2.17000E+000,2.79067E-005
2.18000E+000,-1.56164E-007
2.19000E+000,-4.28128E-006
2.20000E+000,7.20949E-005
2.21000E+000,-3.60944E-005
2.22000E+000,3.05316E-005
2.23000E+000,2.70941E-005
2.24000E+000,-1.09386E-006
2.25000E+000,5.87821E-005
