Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:47
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:22:51
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\cond_001.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:22:51
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0.2
Set Force    = -8
Duration     = 32.15
Data Count   = 32149
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
0.1760,0.479,-7.989,0.024,0.0000,0.479,0.060
0.1770,0.466,-8.024,-0.006,0.0000,0.466,0.058
0.1780,0.465,-8.056,-0.009,0.0000,0.465,0.058
0.1790,0.469,-8.087,-0.007,0.0000,0.469,0.058
0.1800,0.474,-8.118,-0.004,0.0000,0.474,0.058
0.1810,0.501,-8.108,-0.007,0.0000,0.501,0.062
0.1820,0.529,-8.034,-0.008,0.0000,0.529,0.066
0.1830,0.508,-7.980,-0.009,0.0000,0.508,0.064
0.1840,0.465,-7.988,-0.008,0.0000,0.465,0.058
0.1850,0.441,-8.018,-0.008,0.0000,0.441,0.055
0.1860,0.437,-8.051,-0.007,0.0000,0.437,0.054
0.1870,0.439,-8.084,-0.005,0.0000,0.439,0.054
0.1880,0.441,-8.112,-0.009,0.0000,0.441,0.054
0.1890,0.458,-8.122,-0.010,0.0000,0.458,0.056
0.1900,0.507,-8.056,-0.009,0.0000,0.507,0.063
0.1910,0.508,-7.990,1.738,0.0000,0.508,0.064
0.1920,0.473,-7.973,0.297,0.0000,0.473,0.059
0.1930,0.445,-8.004,0.007,0.0000,0.445,0.056
0.1940,0.433,-8.035,-0.008,0.0000,0.433,0.054
0.1950,0.432,-8.063,-0.008,0.0000,0.432,0.054
0.1960,0.432,-8.098,-0.009,0.0000,0.432,0.053
0.1970,0.437,-8.126,-0.010,0.0000,0.437,0.054
0.1980,0.479,-8.084,-0.010,0.0000,0.479,0.059
0.1990,0.496,-8.014,-0.005,0.0000,0.496,0.062
0.2000,0.463,-7.975,-0.007,0.0000,0.463,0.058
0.2010,0.421,-7.994,-0.009,0.0000,0.421,0.053
0.2020,0.403,-8.029,-0.009,0.0000,0.403,0.050
0.2030,0.399,-8.060,-0.008,0.0000,0.399,0.050
0.2040,0.400,-8.092,-0.010,0.0000,0.400,0.049
0.2050,0.405,-8.122,-0.008,0.0000,0.405,0.050
0.2060,0.436,-8.109,-0.005,0.0000,0.436,0.054
0.2070,0.469,-8.029,0.023,0.0000,0.469,0.058
0.2080,0.453,-7.974,1.893,0.0000,0.453,0.057
0.2090,0.414,-7.982,0.101,0.0000,0.414,0.052
0.2100,0.394,-8.014,-0.004,0.0000,0.394,0.049
0.2110,0.388,-8.047,-0.005,0.0000,0.388,0.048
0.2120,0.387,-8.076,-0.008,0.0000,0.387,0.048
0.2130,0.388,-8.108,-0.009,0.0000,0.388,0.048
0.2140,0.403,-8.120,-0.009,0.0000,0.403,0.050
0.2150,0.448,-8.057,-0.010,0.0000,0.448,0.056
0.2160,0.445,-7.994,-0.006,0.0000,0.445,0.056
0.2170,0.404,-7.979,-0.007,0.0000,0.404,0.051
0.2180,0.372,-8.003,-0.008,0.0000,0.372,0.047
0.2190,0.362,-8.036,-0.009,0.0000,0.362,0.045
0.2200,0.359,-8.071,-0.009,0.0000,0.359,0.045
0.2210,0.362,-8.102,-0.010,0.0000,0.362,0.045
0.2220,0.368,-8.129,-0.009,0.0000,0.368,0.045
0.2230,0.414,-8.083,-0.005,0.0000,0.414,0.051
0.2240,0.431,-8.011,0.844,0.0000,0.431,0.054
0.2250,0.399,-7.971,0.969,0.0000,0.399,0.050
0.2260,0.361,-7.989,0.030,0.0000,0.361,0.045
0.2270,0.342,-8.024,-0.006,0.0000,0.342,0.043
0.2280,0.337,-8.056,-0.007,0.0000,0.337,0.042
0.2290,0.334,-8.089,-0.008,0.0000,0.334,0.041
0.2300,0.338,-8.120,-0.003,0.0000,0.338,0.042
0.2310,0.365,-8.106,-0.008,0.0000,0.365,0.045
0.2320,0.395,-8.030,-0.007,0.0000,0.395,0.049
0.2330,0.378,-7.979,-0.008,0.0000,0.378,0.047
0.2340,0.339,-7.986,-0.008,0.0000,0.339,0.042
0.2350,0.319,-8.017,-0.009,0.0000,0.319,0.040
0.2360,0.317,-8.050,-0.005,0.0000,0.317,0.039
0.2370,0.311,-8.083,-0.007,0.0000,0.311,0.039
0.2380,0.308,-8.109,-0.007,0.0000,0.308,0.038
0.2390,0.319,-8.122,-0.010,0.0000,0.319,0.039
0.2400,0.361,-8.055,-0.009,0.0000,0.361,0.045
0.2410,0.360,-7.990,1.928,0.0000,0.360,0.045
0.2420,0.324,-7.974,0.318,0.0000,0.324,0.041
0.2430,0.296,-8.005,0.005,0.0000,0.296,0.037
0.2440,0.286,-8.032,-0.007,0.0000,0.286,0.036
0.2450,0.285,-8.067,-0.006,0.0000,0.285,0.035
0.2460,0.286,-8.098,-0.010,0.0000,0.286,0.035
0.2470,0.289,-8.127,-0.006,0.0000,0.289,0.036
0.2480,0.324,-8.084,-0.008,0.0000,0.324,0.040
0.2490,0.332,-8.008,-0.009,0.0000,0.332,0.041
0.2500,0.300,-7.975,-0.009,0.0000,0.300,0.038
0.2510,0.263,-7.996,-0.009,0.0000,0.263,0.033
0.2520,0.252,-8.029,-0.009,0.0000,0.252,0.031
0.2530,0.251,-8.062,-0.003,0.0000,0.251,0.031
0.2540,0.249,-8.093,-0.009,0.0000,0.249,0.031
0.2550,0.251,-8.120,-0.008,0.0000,0.251,0.031
0.2560,0.276,-8.107,-0.009,0.0000,0.276,0.034
0.2570,0.304,-8.030,0.039,0.0000,0.304,0.038
0.2580,0.286,-7.976,1.981,0.0000,0.286,0.036
0.2590,0.243,-7.985,0.102,0.0000,0.243,0.030
0.2600,0.219,-8.014,-0.002,0.0000,0.219,0.027
0.2610,0.212,-8.044,-0.009,0.0000,0.212,0.026
0.2620,0.212,-8.076,-0.009,0.0000,0.212,0.026
0.2630,0.215,-8.109,-0.009,0.0000,0.215,0.026
0.2640,0.225,-8.121,-0.009,0.0000,0.225,0.028
0.2650,0.263,-8.057,-0.004,0.0000,0.263,0.033
0.2660,0.250,-7.995,-0.007,0.0000,0.250,0.031
0.2670,0.205,-7.977,-0.009,0.0000,0.205,0.026
0.2680,0.176,-8.007,-0.010,0.0000,0.176,0.022
0.2690,0.169,-8.040,-0.006,0.0000,0.169,0.021
0.2700,0.167,-8.073,-0.007,0.0000,0.167,0.021
0.2710,0.168,-8.098,-0.009,0.0000,0.168,0.021
0.2720,0.171,-8.128,-0.008,0.0000,0.171,0.021
0.2730,0.212,-8.082,-0.010,0.0000,0.212,0.026
0.2740,0.221,-8.009,0.874,0.0000,0.221,0.028
0.2750,0.185,-7.971,0.897,0.0000,0.185,0.023
0.2760,0.145,-7.990,0.028,0.0000,0.145,0.018
0.2770,0.128,-8.025,-0.007,0.0000,0.128,0.016
0.2780,0.124,-8.056,-0.010,0.0000,0.124,0.015
0.2790,0.126,-8.087,-0.009,0.0000,0.126,0.016
0.2800,0.128,-8.120,-0.005,0.0000,0.128,0.016
0.2810,0.151,-8.102,-0.008,0.0000,0.151,0.019
0.2820,0.178,-8.030,-0.009,0.0000,0.178,0.022
0.2830,0.153,-7.979,-0.009,0.0000,0.153,0.019
0.2840,0.113,-7.986,-0.010,0.0000,0.113,0.014
0.2850,0.095,-8.018,-0.004,0.0000,0.095,0.012
0.2860,0.086,-8.051,-0.008,0.0000,0.086,0.011
0.2870,0.085,-8.077,-0.010,0.0000,0.085,0.010
0.2880,0.086,-8.109,-0.008,0.0000,0.086,0.011
0.2890,0.098,-8.123,-0.009,0.0000,0.098,0.012
0.2900,0.138,-8.054,-0.003,0.0000,0.138,0.017
0.2910,0.127,-7.987,1.712,0.0000,0.127,0.016
0.2920,0.084,-7.971,0.303,0.0000,0.084,0.011
0.2930,0.052,-8.002,0.004,0.0000,0.052,0.007
0.2940,0.041,-8.034,-0.009,0.0000,0.041,0.005
0.2950,0.043,-8.065,-0.003,0.0000,0.043,0.005
0.2960,0.041,-8.097,-0.006,0.0000,0.041,0.005
0.2970,0.043,-8.120,-0.009,0.0000,0.043,0.005
0.2980,0.084,-8.079,-0.009,0.0000,0.084,0.010
0.2990,0.093,-8.010,-0.009,0.0000,0.093,0.012
0.3000,0.058,-7.972,-0.005,0.0000,0.058,0.007
0.3010,0.016,-7.994,-0.005,0.0000,0.016,0.002
0.3020,-0.004,-8.022,-0.007,0.0000,0.004,0.000
0.3030,-0.009,-8.057,-0.009,0.0000,0.009,0.001
0.3040,-0.008,-8.089,-0.009,0.0000,0.008,0.001
0.3050,-0.008,-8.120,-0.009,0.0000,0.008,0.001
0.3060,0.021,-8.104,-0.006,0.0000,0.021,0.003
0.3070,0.047,-8.026,0.018,0.0000,0.047,0.006
0.3080,0.023,-7.971,1.984,0.0000,0.023,0.003
0.3090,-0.021,-7.980,0.098,0.0000,0.021,0.003
0.3100,-0.043,-8.012,-0.004,0.0000,0.043,0.005
0.3110,-0.048,-8.045,-0.004,0.0000,0.048,0.006
0.3120,-0.050,-8.073,-0.007,0.0000,0.050,0.006
0.3130,-0.048,-8.102,-0.008,0.0000,0.048,0.006
0.3140,-0.036,-8.116,-0.007,0.0000,0.036,0.004
0.3150,0.004,-8.054,-0.010,0.0000,0.004,0.000
0.3160,0.000,-7.990,-0.005,0.0000,0.000,0.000
0.3170,-0.046,-7.976,-0.006,0.0000,0.046,0.006
0.3180,-0.083,-8.000,-0.007,0.0000,0.083,0.010
0.3190,-0.100,-8.035,-0.009,0.0000,0.100,0.012
0.3200,-0.105,-8.068,-0.009,0.0000,0.105,0.013
0.3210,-0.106,-8.101,-0.007,0.0000,0.106,0.013
0.3220,-0.104,-8.128,-0.006,0.0000,0.104,0.013
0.3230,-0.063,-8.075,-0.008,0.0000,0.063,0.008
0.3240,-0.051,-8.004,0.715,0.0000,0.051,0.006
0.3250,-0.084,-7.964,0.858,0.0000,0.084,0.011
0.3260,-0.122,-7.990,0.027,0.0000,0.122,0.015
0.3270,-0.138,-8.023,-0.003,0.0000,0.138,0.017
0.3280,-0.147,-8.055,-0.006,0.0000,0.147,0.018
0.3290,-0.149,-8.082,-0.007,0.0000,0.149,0.018
0.3300,-0.151,-8.114,-0.009,0.0000,0.151,0.019
0.3310,-0.126,-8.100,-0.008,0.0000,0.126,0.016
0.3320,-0.100,-8.030,-0.009,0.0000,0.100,0.013
0.3330,-0.122,-7.977,-0.003,0.0000,0.122,0.015
0.3340,-0.172,-7.983,-0.007,0.0000,0.172,0.022
0.3350,-0.201,-8.012,-0.006,0.0000,0.201,0.025
0.3360,-0.216,-8.047,-0.008,0.0000,0.216,0.027
0.3370,-0.220,-8.077,-0.009,0.0000,0.220,0.027
0.3380,-0.218,-8.109,-0.003,0.0000,0.218,0.027
0.3390,-0.211,-8.119,-0.009,0.0000,0.211,0.026
0.3400,-0.170,-8.046,-0.009,0.0000,0.170,0.021
0.3410,-0.172,-7.983,1.772,0.0000,0.172,0.022
0.3420,-0.212,-7.970,0.267,0.0000,0.212,0.027
0.3430,-0.243,-7.999,0.007,0.0000,0.243,0.030
0.3440,-0.261,-8.030,-0.005,0.0000,0.261,0.032
0.3450,-0.270,-8.061,-0.008,0.0000,0.270,0.034
0.3460,-0.277,-8.093,-0.009,0.0000,0.277,0.034
0.3470,-0.278,-8.120,-0.009,0.0000,0.278,0.034
0.3480,-0.239,-8.077,-0.004,0.0000,0.239,0.030
0.3490,-0.236,-8.006,-0.008,0.0000,0.236,0.030
0.3500,-0.272,-7.966,-0.007,0.0000,0.272,0.034
0.3510,-0.313,-7.991,-0.009,0.0000,0.313,0.039
0.3520,-0.331,-8.022,-0.010,0.0000,0.331,0.041
0.3530,-0.337,-8.054,-0.007,0.0000,0.337,0.042
0.3540,-0.340,-8.085,-0.004,0.0000,0.340,0.042
0.3550,-0.344,-8.115,-0.009,0.0000,0.344,0.042
0.3560,-0.316,-8.095,-0.009,0.0000,0.316,0.039
0.3570,-0.286,-8.023,0.039,0.0000,0.286,0.036
0.3580,-0.306,-7.966,1.939,0.0000,0.306,0.038
0.3590,-0.350,-7.976,0.095,0.0000,0.350,0.044
0.3600,-0.376,-8.008,-0.001,0.0000,0.376,0.047
0.3610,-0.391,-8.038,-0.008,0.0000,0.391,0.049
0.3620,-0.401,-8.067,-0.007,0.0000,0.401,0.050
0.3630,-0.407,-8.100,-0.010,0.0000,0.407,0.050
0.3640,-0.399,-8.113,-0.008,0.0000,0.399,0.049
0.3650,-0.364,-8.048,-0.009,0.0000,0.364,0.045
0.3660,-0.371,-7.985,-0.010,0.0000,0.371,0.046
0.3670,-0.409,-7.971,-0.005,0.0000,0.409,0.051
0.3680,-0.441,-8.002,-0.007,0.0000,0.441,0.055
0.3690,-0.453,-8.028,-0.009,0.0000,0.453,0.056
0.3700,-0.457,-8.062,-0.007,0.0000,0.457,0.057
0.3710,-0.460,-8.093,-0.009,0.0000,0.460,0.057
0.3720,-0.460,-8.120,-0.007,0.0000,0.460,0.057
0.3730,-0.419,-8.072,-0.003,0.0000,0.419,0.052
0.3740,-0.413,-7.999,0.703,0.0000,0.413,0.052
0.3750,-0.452,-7.959,0.869,0.0000,0.452,0.057
0.3760,-0.494,-7.978,0.027,0.0000,0.494,0.062
0.3770,-0.518,-8.014,-0.007,0.0000,0.518,0.065
0.3780,-0.528,-8.047,-0.008,0.0000,0.528,0.066
0.3790,-0.537,-8.079,-0.007,0.0000,0.537,0.066
0.3800,-0.542,-8.109,-0.009,0.0000,0.542,0.067
0.3810,-0.518,-8.094,-0.009,0.0000,0.518,0.064
0.3820,-0.494,-8.023,-0.009,0.0000,0.494,0.062
0.3830,-0.516,-7.969,-0.008,0.0000,0.516,0.065
0.3840,-0.558,-7.975,-0.008,0.0000,0.558,0.070
0.3850,-0.581,-8.008,-0.006,0.0000,0.581,0.073
0.3860,-0.593,-8.040,-0.006,0.0000,0.593,0.074
0.3870,-0.598,-8.070,-0.004,0.0000,0.598,0.074
0.3880,-0.605,-8.102,-0.004,0.0000,0.605,0.075
0.3890,-0.601,-8.113,-0.007,0.0000,0.601,0.074
0.3900,-0.567,-8.044,-0.007,0.0000,0.567,0.070
0.3910,-0.578,-7.978,1.954,0.0000,0.578,0.072
0.3920,-0.625,-7.963,0.293,0.0000,0.625,0.079
0.3930,-0.661,-7.989,0.003,0.0000,0.661,0.083
0.3940,-0.678,-8.021,-0.008,0.0000,0.678,0.085
0.3950,-0.686,-8.055,-0.009,0.0000,0.686,0.085
0.3960,-0.690,-8.087,-0.007,0.0000,0.690,0.085
0.3970,-0.690,-8.112,-0.009,0.0000,0.690,0.085
0.3980,-0.652,-8.068,-0.009,0.0000,0.652,0.081
0.3990,-0.645,-7.999,-0.010,0.0000,0.645,0.081
0.4000,-0.680,-7.961,-0.009,0.0000,0.680,0.085
0.4010,-0.719,-7.983,-0.008,0.0000,0.719,0.090
0.4020,-0.739,-8.017,-0.005,0.0005,0.739,0.092
0.4030,-0.750,-8.049,-0.004,0.0005,0.750,0.093
0.4040,-0.760,-8.081,-0.005,0.0005,0.760,0.094
0.4050,-0.768,-8.111,-0.008,0.0005,0.768,0.095
0.4060,-0.748,-8.090,-0.009,0.0005,0.748,0.092
0.4070,-0.725,-8.016,0.040,0.0005,0.725,0.090
0.4080,-0.750,-7.961,1.932,0.0005,0.750,0.094
0.4090,-0.795,-7.971,0.089,0.0005,0.795,0.100
0.4100,-0.821,-8.003,-0.005,0.0005,0.821,0.103
0.4110,-0.831,-8.033,-0.007,0.0005,0.831,0.103
0.4120,-0.831,-8.065,-0.002,0.0005,0.831,0.103
0.4130,-0.837,-8.096,-0.006,0.0005,0.837,0.103
0.4140,-0.829,-8.106,-0.008,0.0005,0.829,0.102
