Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:51
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:37:34
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\preload_007.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:37:34
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0
Set Force    = -8
Duration     = 5.12
Data Count   = 513
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
sec,N,N,mm,mm,N,

0.0000,0.302,-7.828,-0.009,-0.0180,0.302,0.039
0.0100,0.263,-7.811,0.148,-0.0180,0.263,0.034
0.0200,0.254,-7.813,-0.005,-0.0180,0.254,0.033
0.0300,0.254,-7.823,0.198,-0.0178,0.254,0.033
0.0400,0.254,-7.834,-0.008,-0.0175,0.254,0.032
0.0500,0.267,-7.828,0.181,-0.0175,0.267,0.034
0.0600,0.264,-7.815,0.150,-0.0175,0.264,0.034
0.0700,0.254,-7.818,-0.004,-0.0175,0.254,0.032
0.0800,0.257,-7.827,0.216,-0.0173,0.257,0.033
0.0900,0.255,-7.838,-0.007,-0.0170,0.255,0.033
0.1000,0.261,-7.832,0.197,-0.0170,0.261,0.033
0.1100,0.260,-7.818,0.157,-0.0170,0.260,0.033
0.1200,0.257,-7.821,-0.004,-0.0170,0.257,0.033
0.1300,0.251,-7.831,0.214,-0.0168,0.251,0.032
0.1400,0.251,-7.842,-0.007,-0.0165,0.251,0.032
0.1500,0.267,-7.836,0.196,-0.0165,0.267,0.034
0.1600,0.260,-7.822,0.163,-0.0165,0.260,0.033
0.1700,0.250,-7.825,-0.004,-0.0165,0.250,0.032
0.1800,0.253,-7.835,0.198,-0.0165,0.253,0.032
0.1900,0.257,-7.847,-0.008,-0.0165,0.257,0.033
0.2000,0.262,-7.840,0.175,-0.0165,0.262,0.033
0.2100,0.266,-7.826,0.159,-0.0160,0.266,0.034
0.2200,0.259,-7.828,-0.004,-0.0160,0.259,0.033
0.2300,0.253,-7.838,0.205,-0.0160,0.253,0.032
0.2400,0.255,-7.849,-0.008,-0.0160,0.255,0.032
0.2500,0.265,-7.843,0.200,-0.0160,0.265,0.034
0.2600,0.262,-7.829,0.153,-0.0160,0.262,0.034
0.2700,0.253,-7.832,-0.004,-0.0160,0.253,0.032
0.2800,0.256,-7.841,0.193,-0.0158,0.256,0.033
0.2900,0.254,-7.851,-0.008,-0.0155,0.254,0.032
0.3000,0.262,-7.847,0.203,-0.0155,0.262,0.033
0.3100,0.264,-7.833,0.151,-0.0155,0.264,0.034
0.3200,0.255,-7.836,-0.003,-0.0155,0.255,0.033
0.3300,0.254,-7.845,0.191,-0.0155,0.254,0.032
0.3400,0.255,-7.855,-0.007,-0.0155,0.255,0.032
0.3500,0.265,-7.850,0.212,-0.0155,0.265,0.034
0.3600,0.263,-7.836,0.150,-0.0151,0.263,0.034
0.3700,0.255,-7.838,-0.003,-0.0150,0.255,0.032
0.3800,0.255,-7.848,0.196,-0.0150,0.255,0.032
0.3900,0.253,-7.859,-0.008,-0.0150,0.253,0.032
0.4000,0.264,-7.854,0.207,-0.0150,0.264,0.034
0.4100,0.262,-7.839,0.146,-0.0150,0.262,0.033
0.4200,0.256,-7.841,-0.003,-0.0150,0.256,0.033
0.4300,0.255,-7.852,0.199,-0.0148,0.255,0.032
0.4400,0.253,-7.862,-0.008,-0.0145,0.253,0.032
0.4500,0.263,-7.858,0.206,-0.0145,0.263,0.033
0.4600,0.265,-7.844,0.141,-0.0145,0.265,0.034
0.4700,0.257,-7.846,-0.003,-0.0145,0.257,0.033
0.4800,0.251,-7.855,0.198,-0.0143,0.251,0.032
0.4900,0.256,-7.865,-0.007,-0.0140,0.256,0.033
0.5000,0.264,-7.861,0.216,-0.0140,0.264,0.034
0.5100,0.260,-7.848,0.153,-0.0140,0.260,0.033
0.5200,0.254,-7.850,-0.003,-0.0140,0.254,0.032
0.5300,0.256,-7.859,0.179,-0.0140,0.256,0.033
0.5400,0.253,-7.870,-0.008,-0.0140,0.253,0.032
0.5500,0.262,-7.867,0.200,-0.0140,0.262,0.033
0.5600,0.268,-7.851,0.149,-0.0136,0.268,0.034
0.5700,0.257,-7.853,-0.002,-0.0135,0.257,0.033
0.5800,0.253,-7.863,0.176,-0.0135,0.253,0.032
0.5900,0.258,-7.873,-0.007,-0.0135,0.258,0.033
0.6000,0.265,-7.870,0.220,-0.0135,0.265,0.034
0.6100,0.261,-7.855,0.165,-0.0131,0.261,0.033
0.6200,0.254,-7.856,-0.002,-0.0130,0.254,0.032
0.6300,0.256,-7.866,0.176,-0.0130,0.256,0.033
0.6400,0.251,-7.877,-0.007,-0.0130,0.251,0.032
0.6500,0.263,-7.874,0.214,-0.0130,0.263,0.033
0.6600,0.266,-7.860,0.151,-0.0130,0.266,0.034
0.6700,0.255,-7.860,-0.002,-0.0130,0.255,0.033
0.6800,0.255,-7.870,0.174,-0.0128,0.255,0.032
0.6900,0.257,-7.880,-0.007,-0.0125,0.257,0.033
0.7000,0.264,-7.877,0.219,-0.0125,0.264,0.034
0.7100,0.262,-7.863,0.149,-0.0125,0.262,0.033
0.7200,0.259,-7.863,-0.002,-0.0125,0.259,0.033
0.7300,0.257,-7.874,0.172,-0.0125,0.257,0.033
0.7400,0.256,-7.883,-0.007,-0.0125,0.256,0.032
0.7500,0.264,-7.880,0.212,-0.0125,0.264,0.034
0.7600,0.266,-7.865,0.149,-0.0121,0.266,0.034
0.7700,0.259,-7.866,-0.001,-0.0120,0.259,0.033
0.7800,0.256,-7.876,0.174,-0.0120,0.256,0.032
0.7900,0.256,-7.886,-0.007,-0.0120,0.256,0.033
0.8000,0.264,-7.883,0.217,-0.0120,0.264,0.034
0.8100,0.266,-7.867,0.159,-0.0120,0.266,0.034
0.8200,0.257,-7.868,-0.001,-0.0120,0.257,0.033
0.8300,0.254,-7.878,0.182,-0.0120,0.254,0.032
0.8400,0.256,-7.888,-0.008,-0.0120,0.256,0.032
0.8500,0.261,-7.886,0.227,-0.0120,0.261,0.033
0.8600,0.262,-7.871,0.165,-0.0116,0.262,0.033
0.8700,0.257,-7.871,-0.001,-0.0115,0.257,0.033
0.8800,0.256,-7.880,0.163,-0.0115,0.256,0.032
0.8900,0.252,-7.891,-0.007,-0.0115,0.252,0.032
0.9000,0.264,-7.889,0.208,-0.0115,0.264,0.034
0.9100,0.267,-7.873,0.172,-0.0115,0.267,0.034
0.9200,0.254,-7.874,0.000,-0.0115,0.254,0.032
0.9300,0.255,-7.883,0.166,-0.0113,0.255,0.032
0.9400,0.256,-7.893,-0.008,-0.0110,0.256,0.032
0.9500,0.260,-7.891,0.223,-0.0110,0.260,0.033
0.9600,0.261,-7.876,0.181,-0.0110,0.261,0.033
0.9700,0.258,-7.876,0.000,-0.0110,0.258,0.033
0.9800,0.253,-7.886,0.140,-0.0110,0.253,0.032
0.9900,0.251,-7.896,-0.008,-0.0110,0.251,0.032
1.0000,0.264,-7.895,0.222,-0.0110,0.264,0.034
1.0100,0.264,-7.879,0.173,-0.0106,0.264,0.033
1.0200,0.253,-7.879,0.002,-0.0105,0.253,0.032
1.0300,0.254,-7.889,0.145,-0.0105,0.254,0.032
1.0400,0.257,-7.899,-0.007,-0.0105,0.257,0.032
1.0500,0.259,-7.898,0.216,-0.0105,0.259,0.033
1.0600,0.263,-7.883,0.188,-0.0105,0.263,0.033
1.0700,0.258,-7.883,0.002,-0.0105,0.258,0.033
1.0800,0.252,-7.892,0.161,-0.0105,0.252,0.032
1.0900,0.252,-7.903,-0.008,-0.0105,0.252,0.032
1.1000,0.263,-7.901,0.208,-0.0105,0.263,0.033
1.1100,0.265,-7.886,0.167,-0.0101,0.265,0.034
1.1200,0.256,-7.885,0.002,-0.0100,0.256,0.032
1.1300,0.255,-7.895,0.159,-0.0100,0.255,0.032
1.1400,0.254,-7.905,-0.007,-0.0100,0.254,0.032
1.1500,0.260,-7.904,0.221,-0.0100,0.260,0.033
1.1600,0.264,-7.889,0.175,-0.0096,0.264,0.033
1.1700,0.255,-7.888,0.002,-0.0095,0.255,0.032
1.1800,0.253,-7.899,0.160,-0.0095,0.253,0.032
1.1900,0.252,-7.908,-0.008,-0.0095,0.252,0.032
1.2000,0.261,-7.908,0.187,-0.0095,0.261,0.033
1.2100,0.265,-7.893,0.177,-0.0095,0.265,0.034
1.2200,0.260,-7.892,0.003,-0.0095,0.260,0.033
1.2300,0.255,-7.901,0.145,-0.0095,0.255,0.032
1.2400,0.256,-7.912,-0.008,-0.0095,0.256,0.032
1.2500,0.265,-7.911,0.208,-0.0095,0.265,0.034
1.2600,0.265,-7.895,0.199,-0.0091,0.265,0.034
1.2700,0.255,-7.894,0.004,-0.0090,0.255,0.032
1.2800,0.257,-7.904,0.149,-0.0090,0.257,0.033
1.2900,0.256,-7.914,-0.008,-0.0090,0.256,0.032
1.3000,0.259,-7.914,0.206,-0.0090,0.259,0.033
1.3100,0.265,-7.899,0.191,-0.0090,0.265,0.034
1.3200,0.258,-7.897,0.003,-0.0090,0.258,0.033
1.3300,0.252,-7.907,0.143,-0.0090,0.252,0.032
1.3400,0.255,-7.916,-0.008,-0.0090,0.255,0.032
1.3500,0.265,-7.916,0.200,-0.0090,0.265,0.033
1.3600,0.263,-7.901,0.199,-0.0086,0.263,0.033
1.3700,0.255,-7.899,0.005,-0.0085,0.255,0.032
1.3800,0.257,-7.909,0.149,-0.0085,0.257,0.032
1.3900,0.254,-7.919,-0.007,-0.0085,0.254,0.032
1.4000,0.258,-7.918,0.203,-0.0085,0.258,0.033
1.4100,0.266,-7.903,0.182,-0.0085,0.266,0.034
1.4200,0.259,-7.903,0.004,-0.0085,0.259,0.033
1.4300,0.253,-7.912,0.135,-0.0085,0.253,0.032
1.4400,0.257,-7.921,-0.007,-0.0085,0.257,0.032
1.4500,0.265,-7.921,0.215,-0.0085,0.265,0.033
1.4600,0.264,-7.906,0.194,-0.0081,0.264,0.033
1.4700,0.257,-7.903,0.006,-0.0080,0.257,0.032
1.4800,0.256,-7.912,0.157,-0.0080,0.256,0.032
1.4900,0.253,-7.923,-0.008,-0.0080,0.253,0.032
1.5000,0.259,-7.924,0.196,-0.0080,0.259,0.033
1.5100,0.266,-7.908,0.193,-0.0080,0.266,0.034
1.5200,0.258,-7.906,0.006,-0.0080,0.258,0.033
1.5300,0.254,-7.915,0.158,-0.0080,0.254,0.032
1.5400,0.255,-7.924,-0.007,-0.0080,0.255,0.032
1.5500,0.262,-7.925,0.183,-0.0080,0.262,0.033
1.5600,0.265,-7.910,0.203,-0.0076,0.265,0.033
1.5700,0.257,-7.907,0.008,-0.0075,0.257,0.032
1.5800,0.254,-7.917,0.162,-0.0075,0.254,0.032
1.5900,0.253,-7.927,-0.008,-0.0075,0.253,0.032
1.6000,0.260,-7.927,0.177,-0.0075,0.260,0.033
1.6100,0.263,-7.913,0.189,-0.0075,0.263,0.033
1.6200,0.257,-7.910,0.007,-0.0075,0.257,0.033
1.6300,0.257,-7.919,0.145,-0.0075,0.257,0.032
1.6400,0.254,-7.930,-0.008,-0.0075,0.254,0.032
1.6500,0.262,-7.931,0.173,-0.0075,0.262,0.033
1.6600,0.269,-7.915,0.199,-0.0071,0.269,0.034
1.6700,0.259,-7.912,0.010,-0.0070,0.259,0.033
1.6800,0.254,-7.922,0.158,-0.0070,0.254,0.032
1.6900,0.258,-7.932,-0.007,-0.0070,0.258,0.033
1.7000,0.263,-7.933,0.176,-0.0070,0.263,0.033
1.7100,0.264,-7.918,0.202,-0.0070,0.264,0.033
1.7200,0.262,-7.914,0.011,-0.0070,0.262,0.033
1.7300,0.258,-7.924,0.159,-0.0070,0.258,0.033
