Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:51
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:28:19
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\preload_004.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:28:19
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0
Set Force    = -8
Duration     = 5.09
Data Count   = 510
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
1.7300,0.303,-7.942,0.201,-0.0480,0.303,0.038
1.7400,0.305,-7.947,-0.008,-0.0480,0.305,0.038
1.7500,0.313,-7.928,0.181,-0.0476,0.313,0.039
1.7600,0.300,-7.929,0.187,-0.0475,0.300,0.038
1.7700,0.298,-7.938,-0.008,-0.0475,0.298,0.038
1.7800,0.302,-7.948,0.198,-0.0475,0.302,0.038
1.7900,0.307,-7.953,-0.006,-0.0475,0.307,0.039
1.8000,0.315,-7.930,0.157,-0.0475,0.315,0.040
1.8100,0.302,-7.932,0.192,-0.0475,0.302,0.038
1.8200,0.302,-7.942,-0.006,-0.0474,0.302,0.038
1.8300,0.302,-7.951,0.215,-0.0470,0.302,0.038
1.8400,0.303,-7.955,-0.008,-0.0470,0.303,0.038
1.8500,0.314,-7.934,0.161,-0.0470,0.314,0.040
1.8600,0.302,-7.935,0.188,-0.0470,0.302,0.038
1.8700,0.299,-7.945,-0.007,-0.0470,0.299,0.038
1.8800,0.300,-7.951,0.221,-0.0470,0.300,0.038
1.8900,0.305,-7.958,-0.007,-0.0470,0.305,0.038
1.9000,0.310,-7.939,0.163,-0.0466,0.310,0.039
1.9100,0.305,-7.940,0.191,-0.0465,0.305,0.038
1.9200,0.301,-7.947,-0.007,-0.0465,0.301,0.038
1.9300,0.297,-7.956,0.220,-0.0465,0.297,0.037
1.9400,0.303,-7.963,-0.007,-0.0465,0.303,0.038
1.9500,0.316,-7.942,0.153,-0.0465,0.316,0.040
1.9600,0.302,-7.942,0.172,-0.0465,0.302,0.038
1.9700,0.300,-7.950,-0.007,-0.0465,0.300,0.038
1.9800,0.305,-7.958,0.205,-0.0465,0.305,0.038
1.9900,0.305,-7.963,-0.008,-0.0465,0.305,0.038
2.0000,0.310,-7.944,0.180,-0.0461,0.310,0.039
2.0100,0.304,-7.944,0.180,-0.0460,0.304,0.038
2.0200,0.300,-7.951,-0.009,-0.0460,0.300,0.038
2.0300,0.300,-7.962,0.202,-0.0460,0.300,0.038
2.0400,0.304,-7.966,-0.009,-0.0460,0.304,0.038
2.0500,0.317,-7.947,0.182,-0.0460,0.317,0.040
2.0600,0.298,-7.946,0.181,-0.0460,0.298,0.037
2.0700,0.298,-7.955,-0.007,-0.0460,0.298,0.037
2.0800,0.303,-7.963,0.214,-0.0460,0.303,0.038
2.0900,0.302,-7.969,-0.008,-0.0460,0.302,0.038
2.1000,0.311,-7.949,0.170,-0.0456,0.311,0.039
2.1100,0.302,-7.948,0.165,-0.0455,0.302,0.038
2.1200,0.301,-7.956,-0.007,-0.0455,0.301,0.038
2.1300,0.297,-7.965,0.213,-0.0455,0.297,0.037
2.1400,0.304,-7.971,-0.006,-0.0455,0.304,0.038
2.1500,0.315,-7.951,0.178,-0.0455,0.315,0.040
2.1600,0.301,-7.950,0.172,-0.0455,0.301,0.038
2.1700,0.299,-7.959,-0.008,-0.0455,0.299,0.038
2.1800,0.301,-7.967,0.210,-0.0455,0.301,0.038
2.1900,0.305,-7.974,-0.007,-0.0455,0.305,0.038
2.2000,0.316,-7.954,0.172,-0.0451,0.316,0.040
2.2100,0.303,-7.953,0.166,-0.0450,0.303,0.038
2.2200,0.302,-7.961,-0.007,-0.0450,0.302,0.038
2.2300,0.302,-7.969,0.230,-0.0450,0.302,0.038
2.2400,0.303,-7.976,-0.007,-0.0450,0.303,0.038
2.2500,0.311,-7.955,0.177,-0.0450,0.311,0.039
2.2600,0.305,-7.956,0.165,-0.0450,0.305,0.038
2.2700,0.301,-7.964,-0.007,-0.0450,0.301,0.038
2.2800,0.301,-7.973,0.211,-0.0450,0.301,0.038
2.2900,0.306,-7.979,-0.006,-0.0450,0.306,0.038
2.3000,0.316,-7.959,0.191,-0.0446,0.316,0.040
2.3100,0.300,-7.956,0.166,-0.0445,0.300,0.038
2.3200,0.300,-7.966,-0.009,-0.0445,0.300,0.038
2.3300,0.307,-7.975,0.201,-0.0445,0.307,0.039
2.3400,0.304,-7.980,-0.007,-0.0445,0.304,0.038
2.3500,0.313,-7.961,0.187,-0.0445,0.313,0.039
2.3600,0.306,-7.961,0.163,-0.0445,0.306,0.038
2.3700,0.301,-7.967,-0.008,-0.0445,0.301,0.038
2.3800,0.301,-7.978,0.206,-0.0445,0.301,0.038
2.3900,0.308,-7.982,-0.009,-0.0445,0.308,0.039
2.4000,0.318,-7.964,0.194,-0.0441,0.318,0.040
2.4100,0.299,-7.963,0.154,-0.0440,0.299,0.038
2.4200,0.304,-7.971,-0.007,-0.0440,0.304,0.038
2.4300,0.305,-7.976,0.208,-0.0440,0.305,0.038
2.4400,0.305,-7.987,-0.006,-0.0440,0.305,0.038
2.4500,0.315,-7.966,0.201,-0.0440,0.315,0.040
2.4600,0.307,-7.965,0.165,-0.0440,0.307,0.039
2.4700,0.301,-7.973,-0.006,-0.0440,0.301,0.038
2.4800,0.298,-7.981,0.212,-0.0440,0.298,0.037
2.4900,0.307,-7.989,-0.008,-0.0440,0.307,0.038
2.5000,0.314,-7.969,0.200,-0.0436,0.314,0.039
2.5100,0.300,-7.967,0.148,-0.0435,0.300,0.038
2.5200,0.303,-7.975,-0.006,-0.0435,0.303,0.038
2.5300,0.303,-7.985,0.207,-0.0435,0.303,0.038
2.5400,0.302,-7.990,-0.007,-0.0435,0.302,0.038
2.5500,0.314,-7.973,0.201,-0.0435,0.314,0.039
2.5600,0.304,-7.970,0.168,-0.0435,0.304,0.038
2.5700,0.298,-7.978,-0.008,-0.0434,0.298,0.037
2.5800,0.300,-7.987,0.200,-0.0430,0.300,0.038
2.5900,0.304,-7.993,-0.007,-0.0430,0.304,0.038
2.6000,0.313,-7.974,0.201,-0.0430,0.313,0.039
2.6100,0.302,-7.972,0.172,-0.0430,0.302,0.038
2.6200,0.300,-7.980,-0.007,-0.0430,0.300,0.038
2.6300,0.300,-7.989,0.188,-0.0430,0.300,0.038
2.6400,0.302,-7.996,-0.007,-0.0430,0.302,0.038
2.6500,0.313,-7.977,0.195,-0.0430,0.313,0.039
2.6600,0.301,-7.974,0.152,-0.0430,0.301,0.038
2.6700,0.304,-7.984,-0.007,-0.0430,0.304,0.038
2.6800,0.303,-7.991,0.198,-0.0430,0.303,0.038
2.6900,0.301,-7.998,-0.008,-0.0430,0.301,0.038
2.7000,0.314,-7.980,0.208,-0.0426,0.314,0.039
2.7100,0.305,-7.976,0.148,-0.0425,0.305,0.038
2.7200,0.300,-7.985,-0.007,-0.0425,0.300,0.038
2.7300,0.300,-7.993,0.200,-0.0425,0.300,0.038
2.7400,0.305,-7.999,-0.008,-0.0425,0.305,0.038
2.7500,0.312,-7.982,0.215,-0.0425,0.312,0.039
2.7600,0.300,-7.979,0.154,-0.0425,0.300,0.038
2.7700,0.304,-7.986,-0.007,-0.0425,0.304,0.038
2.7800,0.302,-7.996,0.193,-0.0425,0.302,0.038
2.7900,0.300,-8.002,-0.008,-0.0425,0.300,0.038
2.8000,0.315,-7.984,0.211,-0.0421,0.315,0.039
2.8100,0.305,-7.980,0.159,-0.0420,0.305,0.038
2.8200,0.300,-7.989,-0.006,-0.0420,0.300,0.038
2.8300,0.302,-7.996,0.209,-0.0420,0.302,0.038
2.8400,0.306,-8.005,-0.005,-0.0420,0.306,0.038
2.8500,0.311,-7.986,0.201,-0.0420,0.311,0.039
2.8600,0.304,-7.983,0.152,-0.0420,0.304,0.038
2.8700,0.306,-7.989,-0.008,-0.0420,0.306,0.038
2.8800,0.304,-7.998,0.192,-0.0420,0.304,0.038
2.8900,0.303,-8.007,-0.007,-0.0420,0.303,0.038
2.9000,0.317,-7.988,0.216,-0.0420,0.317,0.040
2.9100,0.305,-7.983,0.175,-0.0420,0.305,0.038
2.9200,0.299,-7.992,-0.007,-0.0420,0.299,0.037
2.9300,0.301,-8.000,0.179,-0.0420,0.301,0.038
2.9400,0.304,-8.007,-0.008,-0.0420,0.304,0.038
2.9500,0.313,-7.990,0.210,-0.0416,0.313,0.039
2.9600,0.304,-7.984,0.172,-0.0415,0.304,0.038
2.9700,0.301,-7.990,-0.008,-0.0415,0.301,0.038
2.9800,0.300,-8.001,0.184,-0.0415,0.300,0.037
2.9900,0.300,-8.009,-0.008,-0.0415,0.300,0.037
3.0000,0.313,-7.991,0.233,-0.0415,0.313,0.039
3.0100,0.301,-7.987,0.156,-0.0415,0.301,0.038
3.0200,0.302,-7.995,-0.007,-0.0415,0.302,0.038
3.0300,0.302,-8.003,0.165,-0.0415,0.302,0.038
3.0400,0.305,-8.011,-0.007,-0.0415,0.305,0.038
3.0500,0.317,-7.992,0.208,-0.0415,0.317,0.040
3.0600,0.308,-7.988,0.179,-0.0415,0.308,0.039
3.0700,0.300,-7.995,-0.007,-0.0415,0.300,0.037
3.0800,0.302,-8.005,0.186,-0.0415,0.302,0.038
3.0900,0.305,-8.012,-0.008,-0.0415,0.305,0.038
3.1000,0.312,-7.994,0.217,-0.0415,0.312,0.039
3.1100,0.305,-7.989,0.169,-0.0415,0.305,0.038
3.1200,0.305,-7.997,-0.007,-0.0414,0.305,0.038
3.1300,0.302,-8.005,0.176,-0.0410,0.302,0.038
3.1400,0.301,-8.013,-0.008,-0.0410,0.301,0.038
3.1500,0.316,-7.995,0.212,-0.0410,0.316,0.040
3.1600,0.304,-7.991,0.178,-0.0410,0.304,0.038
3.1700,0.298,-7.998,-0.008,-0.0410,0.298,0.037
3.1800,0.304,-8.007,0.172,-0.0410,0.304,0.038
3.1900,0.305,-8.014,-0.007,-0.0410,0.305,0.038
3.2000,0.312,-7.996,0.195,-0.0410,0.312,0.039
3.2100,0.308,-7.992,0.174,-0.0410,0.308,0.039
3.2200,0.307,-7.999,-0.008,-0.0410,0.307,0.038
3.2300,0.303,-8.007,0.178,-0.0410,0.303,0.038
3.2400,0.303,-8.017,-0.007,-0.0410,0.303,0.038
3.2500,0.317,-7.998,0.233,-0.0410,0.317,0.040
3.2600,0.302,-7.993,0.169,-0.0410,0.302,0.038
3.2700,0.301,-8.001,-0.007,-0.0410,0.301,0.038
3.2800,0.307,-8.010,0.144,-0.0410,0.307,0.038
3.2900,0.308,-8.017,-0.008,-0.0410,0.308,0.038
3.3000,0.315,-8.001,0.223,-0.0406,0.315,0.039
3.3100,0.308,-7.994,0.184,-0.0405,0.308,0.039
3.3200,0.305,-8.001,-0.008,-0.0405,0.305,0.038
3.3300,0.301,-8.011,0.182,-0.0405,0.301,0.038
3.3400,0.303,-8.018,-0.008,-0.0405,0.303,0.038
3.3500,0.315,-8.001,0.226,-0.0405,0.315,0.039
3.3600,0.304,-7.995,0.180,-0.0405,0.304,0.038
3.3700,0.300,-8.003,-0.007,-0.0405,0.300,0.038
3.3800,0.303,-8.012,0.154,-0.0405,0.303,0.038
3.3900,0.305,-8.020,-0.007,-0.0405,0.305,0.038
3.4000,0.315,-8.002,0.218,-0.0405,0.315,0.039
3.4100,0.303,-7.996,0.184,-0.0405,0.303,0.038
3.4200,0.301,-8.005,-0.007,-0.0405,0.301,0.038
3.4300,0.303,-8.013,0.164,-0.0405,0.303,0.038
3.4400,0.304,-8.022,-0.007,-0.0405,0.304,0.038
3.4500,0.313,-8.005,0.204,-0.0401,0.313,0.039
3.4600,0.305,-7.997,0.189,-0.0400,0.305,0.038
3.4700,0.302,-8.005,-0.007,-0.0400,0.302,0.038
3.4800,0.300,-8.015,0.159,-0.0400,0.300,0.037
3.4900,0.304,-8.023,-0.007,-0.0400,0.304,0.038
3.5000,0.319,-8.006,0.193,-0.0400,0.319,0.040
3.5100,0.306,-7.999,0.203,-0.0400,0.306,0.038
3.5200,0.302,-8.006,-0.007,-0.0400,0.302,0.038
3.5300,0.305,-8.015,0.156,-0.0400,0.305,0.038
3.5400,0.303,-8.024,-0.008,-0.0400,0.303,0.038
3.5500,0.314,-8.007,0.212,-0.0400,0.314,0.039
3.5600,0.308,-8.000,0.191,-0.0400,0.308,0.038
3.5700,0.303,-8.008,-0.007,-0.0400,0.303,0.038
3.5800,0.300,-8.018,0.151,-0.0400,0.300,0.037
3.5900,0.309,-8.025,-0.007,-0.0400,0.309,0.038
3.6000,0.320,-8.010,0.210,-0.0400,0.320,0.040
3.6100,0.304,-8.001,0.199,-0.0400,0.304,0.038
3.6200,0.304,-8.010,-0.008,-0.0400,0.304,0.038
3.6300,0.306,-8.018,0.156,-0.0400,0.306,0.038
3.6400,0.303,-8.026,-0.007,-0.0400,0.303,0.038
3.6500,0.315,-8.010,0.213,-0.0400,0.315,0.039
3.6600,0.308,-8.002,0.198,-0.0400,0.308,0.039
3.6700,0.302,-8.010,-0.007,-0.0399,0.302,0.038
3.6800,0.300,-8.020,0.152,-0.0395,0.300,0.037
3.6900,0.305,-8.027,-0.007,-0.0395,0.305,0.038
3.7000,0.317,-8.011,0.194,-0.0395,0.317,0.040
3.7100,0.307,-8.004,0.191,-0.0395,0.307,0.038
3.7200,0.304,-8.011,-0.007,-0.0395,0.304,0.038
3.7300,0.305,-8.020,0.167,-0.0395,0.305,0.038
3.7400,0.303,-8.028,-0.008,-0.0395,0.303,0.038
3.7500,0.316,-8.012,0.185,-0.0395,0.316,0.039
3.7600,0.308,-8.004,0.205,-0.0395,0.308,0.039
3.7700,0.303,-8.012,-0.007,-0.0395,0.303,0.038
3.7800,0.302,-8.019,0.179,-0.0395,0.302,0.038
3.7900,0.301,-8.030,-0.007,-0.0395,0.301,0.038
3.8000,0.314,-8.013,0.196,-0.0395,0.314,0.039
3.8100,0.306,-8.006,0.198,-0.0395,0.306,0.038
3.8200,0.303,-8.012,-0.007,-0.0395,0.303,0.038
3.8300,0.303,-8.021,0.153,-0.0395,0.303,0.038
3.8400,0.304,-8.030,-0.008,-0.0395,0.304,0.038
3.8500,0.315,-8.015,0.204,-0.0395,0.315,0.039
3.8600,0.305,-8.007,0.197,-0.0395,0.305,0.038
3.8700,0.306,-8.014,-0.007,-0.0395,0.306,0.038
3.8800,0.306,-8.022,0.153,-0.0395,0.306,0.038
3.8900,0.302,-8.031,-0.008,-0.0395,0.302,0.038
3.9000,0.316,-8.016,0.196,-0.0391,0.316,0.039
3.9100,0.309,-8.007,0.211,-0.0390,0.309,0.039
3.9200,0.302,-8.015,-0.007,-0.0390,0.302,0.038
3.9300,0.302,-8.022,0.159,-0.0390,0.302,0.038
3.9400,0.307,-8.032,-0.007,-0.0390,0.307,0.038
3.9500,0.314,-8.017,0.204,-0.0390,0.314,0.039
3.9600,0.306,-8.008,0.219,-0.0390,0.306,0.038
3.9700,0.304,-8.015,-0.007,-0.0390,0.304,0.038
3.9800,0.301,-8.023,0.161,-0.0390,0.301,0.038
3.9900,0.300,-8.034,-0.008,-0.0390,0.300,0.037
4.0000,0.317,-8.018,0.187,-0.0390,0.317,0.039
4.0100,0.311,-8.009,0.196,-0.0390,0.311,0.039
4.0200,0.302,-8.016,-0.006,-0.0390,0.302,0.038
4.0300,0.304,-8.024,0.169,-0.0390,0.304,0.038
4.0400,0.306,-8.033,-0.008,-0.0390,0.306,0.038
4.0500,0.315,-8.019,0.183,-0.0390,0.315,0.039
4.0600,0.306,-8.010,0.219,-0.0390,0.306,0.038
4.0700,0.305,-8.016,-0.005,-0.0390,0.305,0.038
4.0800,0.302,-8.026,0.170,-0.0390,0.302,0.038
4.0900,0.301,-8.034,-0.009,-0.0390,0.301,0.038
4.1000,0.317,-8.020,0.178,-0.0390,0.317,0.039
