Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:51
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:26:36
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\preload_003.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:26:36
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0
Set Force    = -8
Duration     = 5.16
Data Count   = 517
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
1.7900,0.506,-7.926,0.209,0.0505,0.506,0.064
1.8000,0.501,-7.936,-0.008,0.0505,0.501,0.063
1.8100,0.506,-7.945,0.150,0.0505,0.506,0.064
1.8200,0.514,-7.943,-0.007,0.0505,0.514,0.065
1.8300,0.513,-7.924,0.220,0.0505,0.513,0.065
1.8400,0.503,-7.929,0.197,0.0505,0.503,0.063
1.8500,0.506,-7.939,-0.007,0.0507,0.506,0.064
1.8600,0.505,-7.947,0.164,0.0510,0.505,0.063
1.8700,0.507,-7.946,-0.008,0.0510,0.507,0.064
1.8800,0.517,-7.927,0.218,0.0510,0.517,0.065
1.8900,0.505,-7.933,0.190,0.0510,0.505,0.064
1.9000,0.501,-7.943,-0.008,0.0510,0.501,0.063
1.9100,0.506,-7.949,0.172,0.0510,0.506,0.064
1.9200,0.513,-7.948,-0.008,0.0510,0.513,0.065
1.9300,0.512,-7.930,0.207,0.0514,0.512,0.065
1.9400,0.503,-7.936,0.185,0.0515,0.503,0.063
1.9500,0.507,-7.944,-0.007,0.0515,0.507,0.064
1.9600,0.504,-7.954,0.169,0.0515,0.504,0.063
1.9700,0.510,-7.951,-0.008,0.0515,0.510,0.064
1.9800,0.516,-7.933,0.207,0.0515,0.516,0.065
1.9900,0.504,-7.939,0.185,0.0515,0.504,0.063
2.0000,0.503,-7.948,-0.007,0.0517,0.503,0.063
2.0100,0.506,-7.957,0.170,0.0520,0.506,0.064
2.0200,0.513,-7.953,-0.007,0.0520,0.513,0.065
2.0300,0.511,-7.935,0.215,0.0520,0.511,0.064
2.0400,0.504,-7.942,0.190,0.0520,0.504,0.063
2.0500,0.504,-7.951,-0.007,0.0520,0.504,0.063
2.0600,0.504,-7.960,0.163,0.0520,0.504,0.063
2.0700,0.511,-7.955,-0.008,0.0520,0.511,0.064
2.0800,0.513,-7.939,0.226,0.0520,0.513,0.065
2.0900,0.505,-7.945,0.172,0.0520,0.505,0.064
2.1000,0.504,-7.955,-0.007,0.0521,0.504,0.063
2.1100,0.506,-7.962,0.168,0.0525,0.506,0.064
2.1200,0.511,-7.958,-0.007,0.0525,0.511,0.064
2.1300,0.515,-7.941,0.223,0.0525,0.515,0.065
2.1400,0.504,-7.948,0.173,0.0525,0.504,0.063
2.1500,0.501,-7.957,-0.008,0.0525,0.501,0.063
2.1600,0.508,-7.965,0.187,0.0525,0.508,0.064
2.1700,0.513,-7.959,-0.007,0.0525,0.513,0.064
2.1800,0.511,-7.944,0.231,0.0529,0.511,0.064
2.1900,0.503,-7.951,0.164,0.0530,0.503,0.063
2.2000,0.506,-7.960,-0.008,0.0530,0.506,0.064
2.2100,0.503,-7.968,0.181,0.0530,0.503,0.063
2.2200,0.511,-7.963,-0.008,0.0530,0.511,0.064
2.2300,0.517,-7.946,0.215,0.0530,0.517,0.065
2.2400,0.501,-7.954,0.172,0.0530,0.501,0.063
2.2500,0.503,-7.964,-0.007,0.0530,0.503,0.063
2.2600,0.508,-7.970,0.201,0.0530,0.508,0.064
2.2700,0.512,-7.965,-0.007,0.0530,0.512,0.064
2.2800,0.510,-7.950,0.198,0.0534,0.510,0.064
2.2900,0.507,-7.956,0.151,0.0535,0.507,0.064
2.3000,0.509,-7.965,-0.008,0.0535,0.509,0.064
2.3100,0.506,-7.973,0.190,0.0535,0.506,0.063
2.3200,0.518,-7.966,-0.008,0.0535,0.518,0.065
2.3300,0.517,-7.951,0.210,0.0535,0.517,0.065
2.3400,0.504,-7.959,0.178,0.0535,0.504,0.063
2.3500,0.503,-7.968,-0.008,0.0535,0.503,0.063
2.3600,0.509,-7.975,0.198,0.0535,0.509,0.064
2.3700,0.512,-7.969,-0.005,0.0535,0.512,0.064
2.3800,0.511,-7.953,0.203,0.0539,0.511,0.064
2.3900,0.504,-7.961,0.160,0.0540,0.504,0.063
2.4000,0.501,-7.970,-0.008,0.0540,0.501,0.063
2.4100,0.504,-7.977,0.211,0.0540,0.504,0.063
2.4200,0.511,-7.970,-0.006,0.0540,0.511,0.064
2.4300,0.514,-7.956,0.197,0.0540,0.514,0.065
2.4400,0.506,-7.963,0.135,0.0540,0.506,0.064
2.4500,0.507,-7.971,-0.008,0.0540,0.507,0.064
2.4600,0.510,-7.979,0.201,0.0540,0.510,0.064
2.4700,0.516,-7.971,-0.005,0.0540,0.516,0.065
2.4800,0.518,-7.955,0.194,0.0540,0.518,0.065
2.4900,0.506,-7.965,0.161,0.0540,0.506,0.064
2.5000,0.507,-7.974,-0.007,0.0542,0.507,0.064
2.5100,0.511,-7.981,0.213,0.0545,0.511,0.064
2.5200,0.515,-7.974,-0.004,0.0545,0.515,0.065
2.5300,0.512,-7.958,0.191,0.0545,0.512,0.064
2.5400,0.506,-7.966,0.181,0.0545,0.506,0.063
2.5500,0.505,-7.975,-0.008,0.0545,0.505,0.063
2.5600,0.504,-7.984,0.214,0.0545,0.504,0.063
2.5700,0.516,-7.975,0.000,0.0545,0.516,0.065
2.5800,0.514,-7.961,0.178,0.0545,0.514,0.065
2.5900,0.502,-7.970,0.178,0.0545,0.502,0.063
2.6000,0.504,-7.978,-0.007,0.0545,0.504,0.063
2.6100,0.509,-7.985,0.215,0.0545,0.509,0.064
2.6200,0.512,-7.977,0.006,0.0545,0.512,0.064
2.6300,0.512,-7.963,0.160,0.0549,0.512,0.064
2.6400,0.509,-7.971,0.171,0.0550,0.509,0.064
2.6500,0.504,-7.981,-0.007,0.0550,0.504,0.063
2.6600,0.507,-7.987,0.214,0.0550,0.507,0.063
2.6700,0.518,-7.979,0.009,0.0550,0.518,0.065
2.6800,0.515,-7.965,0.170,0.0550,0.515,0.065
2.6900,0.503,-7.973,0.175,0.0550,0.503,0.063
2.7000,0.506,-7.983,-0.007,0.0550,0.506,0.063
2.7100,0.511,-7.990,0.221,0.0550,0.511,0.064
2.7200,0.512,-7.981,0.018,0.0550,0.512,0.064
2.7300,0.513,-7.967,0.161,0.0554,0.513,0.064
2.7400,0.507,-7.976,0.166,0.0555,0.507,0.064
2.7500,0.505,-7.986,-0.007,0.0555,0.505,0.063
2.7600,0.508,-7.992,0.221,0.0555,0.508,0.064
2.7700,0.516,-7.982,0.020,0.0555,0.516,0.065
2.7800,0.514,-7.969,0.150,0.0555,0.514,0.064
2.7900,0.503,-7.978,0.180,0.0555,0.503,0.063
2.8000,0.506,-7.987,-0.008,0.0555,0.506,0.063
2.8100,0.508,-7.993,0.215,0.0555,0.508,0.064
2.8200,0.515,-7.985,0.025,0.0555,0.515,0.064
2.8300,0.513,-7.971,0.133,0.0555,0.513,0.064
2.8400,0.505,-7.981,0.187,0.0555,0.505,0.063
2.8500,0.508,-7.989,-0.007,0.0557,0.508,0.064
2.8600,0.510,-7.996,0.212,0.0560,0.510,0.064
2.8700,0.516,-7.986,0.034,0.0560,0.516,0.065
2.8800,0.514,-7.973,0.119,0.0560,0.514,0.064
2.8900,0.508,-7.982,0.200,0.0560,0.508,0.064
2.9000,0.506,-7.992,-0.007,0.0560,0.506,0.063
2.9100,0.509,-7.998,0.214,0.0560,0.509,0.064
2.9200,0.519,-7.987,0.040,0.0560,0.519,0.065
2.9300,0.514,-7.975,0.113,0.0560,0.514,0.064
2.9400,0.506,-7.984,0.209,0.0560,0.506,0.063
2.9500,0.508,-7.994,-0.008,0.0560,0.508,0.064
2.9600,0.509,-8.000,0.216,0.0560,0.509,0.064
2.9700,0.512,-7.989,0.052,0.0560,0.512,0.064
2.9800,0.513,-7.977,0.104,0.0564,0.513,0.064
2.9900,0.508,-7.986,0.190,0.0565,0.508,0.064
3.0000,0.503,-7.996,-0.007,0.0565,0.503,0.063
3.0100,0.509,-8.001,0.208,0.0565,0.509,0.064
3.0200,0.518,-7.991,0.063,0.0565,0.518,0.065
3.0300,0.512,-7.979,0.093,0.0565,0.512,0.064
3.0400,0.504,-7.988,0.190,0.0565,0.504,0.063
3.0500,0.509,-7.997,-0.008,0.0565,0.509,0.064
3.0600,0.510,-8.004,0.202,0.0565,0.510,0.064
3.0700,0.513,-7.992,0.066,0.0565,0.513,0.064
3.0800,0.516,-7.980,0.088,0.0565,0.516,0.065
3.0900,0.508,-7.991,0.193,0.0565,0.508,0.064
3.1000,0.507,-8.000,-0.008,0.0565,0.507,0.063
3.1100,0.513,-8.005,0.193,0.0565,0.513,0.064
3.1200,0.521,-7.994,0.071,0.0565,0.521,0.065
3.1300,0.514,-7.982,0.082,0.0569,0.514,0.064
3.1400,0.508,-7.992,0.208,0.0570,0.508,0.064
3.1500,0.510,-7.999,-0.008,0.0570,0.510,0.064
3.1600,0.512,-8.006,0.201,0.0570,0.512,0.064
3.1700,0.517,-7.994,0.084,0.0570,0.517,0.065
3.1800,0.514,-7.983,0.070,0.0570,0.514,0.064
3.1900,0.508,-7.992,0.226,0.0570,0.508,0.064
3.2000,0.507,-8.002,-0.007,0.0570,0.507,0.063
3.2100,0.510,-8.007,0.190,0.0570,0.510,0.064
3.2200,0.515,-7.995,0.103,0.0570,0.515,0.064
3.2300,0.512,-7.985,0.071,0.0570,0.512,0.064
3.2400,0.505,-7.995,0.215,0.0570,0.505,0.063
3.2500,0.504,-8.004,-0.007,0.0570,0.504,0.063
3.2600,0.513,-8.009,0.174,0.0570,0.513,0.064
3.2700,0.519,-7.995,0.098,0.0570,0.519,0.065
3.2800,0.513,-7.988,0.059,0.0570,0.513,0.064
3.2900,0.509,-7.996,0.201,0.0570,0.509,0.064
3.3000,0.511,-8.005,-0.007,0.0572,0.511,0.064
3.3100,0.512,-8.010,0.185,0.0575,0.512,0.064
3.3200,0.517,-7.997,0.115,0.0575,0.517,0.065
3.3300,0.518,-7.987,0.057,0.0575,0.518,0.065
3.3400,0.508,-7.997,0.215,0.0575,0.508,0.064
3.3500,0.505,-8.007,-0.007,0.0575,0.505,0.063
3.3600,0.514,-8.011,0.181,0.0575,0.514,0.064
3.3700,0.519,-7.997,0.118,0.0575,0.519,0.065
3.3800,0.511,-7.988,0.049,0.0575,0.511,0.064
3.3900,0.507,-7.998,0.231,0.0575,0.507,0.063
3.4000,0.509,-8.007,-0.007,0.0575,0.509,0.064
3.4100,0.509,-8.012,0.193,0.0575,0.509,0.063
3.4200,0.514,-7.999,0.129,0.0575,0.514,0.064
3.4300,0.513,-7.990,0.048,0.0575,0.513,0.064
3.4400,0.504,-8.000,0.213,0.0575,0.504,0.063
3.4500,0.505,-8.010,-0.007,0.0575,0.505,0.063
3.4600,0.515,-8.013,0.155,0.0575,0.515,0.064
3.4700,0.520,-8.000,0.126,0.0575,0.520,0.065
3.4800,0.514,-7.991,0.040,0.0575,0.514,0.064
3.4900,0.510,-8.000,0.216,0.0575,0.510,0.064
3.5000,0.510,-8.010,-0.007,0.0575,0.510,0.064
3.5100,0.513,-8.013,0.163,0.0575,0.513,0.064
3.5200,0.519,-8.000,0.150,0.0575,0.519,0.065
3.5300,0.514,-7.991,0.039,0.0579,0.514,0.064
3.5400,0.508,-8.001,0.219,0.0580,0.508,0.063
3.5500,0.507,-8.010,-0.008,0.0580,0.507,0.063
3.5600,0.511,-8.014,0.172,0.0580,0.511,0.064
3.5700,0.517,-8.000,0.168,0.0580,0.517,0.065
3.5800,0.512,-7.992,0.036,0.0580,0.512,0.064
3.5900,0.504,-8.002,0.217,0.0580,0.504,0.063
3.6000,0.505,-8.011,-0.007,0.0580,0.505,0.063
3.6100,0.513,-8.015,0.143,0.0580,0.513,0.064
3.6200,0.517,-8.001,0.161,0.0580,0.517,0.065
3.6300,0.512,-7.993,0.030,0.0580,0.512,0.064
3.6400,0.509,-8.002,0.205,0.0580,0.509,0.064
3.6500,0.510,-8.012,-0.007,0.0580,0.510,0.064
3.6600,0.511,-8.015,0.171,0.0580,0.511,0.064
3.6700,0.518,-8.001,0.156,0.0580,0.518,0.065
3.6800,0.515,-7.993,0.028,0.0580,0.515,0.064
3.6900,0.505,-8.004,0.203,0.0580,0.505,0.063
3.7000,0.507,-8.014,-0.008,0.0580,0.507,0.063
3.7100,0.517,-8.016,0.164,0.0580,0.517,0.065
3.7200,0.518,-8.002,0.163,0.0580,0.518,0.065
3.7300,0.511,-7.995,0.027,0.0580,0.511,0.064
3.7400,0.510,-8.003,0.204,0.0580,0.510,0.064
3.7500,0.508,-8.013,-0.007,0.0580,0.508,0.063
3.7600,0.511,-8.016,0.159,0.0580,0.511,0.064
3.7700,0.518,-8.001,0.194,0.0580,0.518,0.065
3.7800,0.513,-7.996,0.024,0.0580,0.513,0.064
3.7900,0.503,-8.005,0.195,0.0580,0.503,0.063
3.8000,0.506,-8.014,-0.007,0.0580,0.506,0.063
3.8100,0.515,-8.017,0.156,0.0580,0.515,0.064
3.8200,0.517,-8.002,0.186,0.0580,0.517,0.065
3.8300,0.511,-7.997,0.021,0.0584,0.511,0.064
3.8400,0.509,-8.006,0.194,0.0585,0.509,0.064
3.8500,0.508,-8.016,-0.007,0.0585,0.508,0.063
3.8600,0.514,-8.018,0.154,0.0585,0.514,0.064
3.8700,0.519,-8.003,0.196,0.0585,0.519,0.065
3.8800,0.513,-7.997,0.019,0.0585,0.513,0.064
3.8900,0.507,-8.006,0.184,0.0585,0.507,0.063
3.9000,0.508,-8.017,-0.008,0.0585,0.508,0.063
3.9100,0.515,-8.019,0.160,0.0585,0.515,0.064
3.9200,0.520,-8.002,0.198,0.0585,0.520,0.065
3.9300,0.513,-7.998,0.018,0.0585,0.513,0.064
3.9400,0.506,-8.007,0.189,0.0585,0.506,0.063
3.9500,0.506,-8.017,-0.008,0.0585,0.506,0.063
3.9600,0.515,-8.019,0.178,0.0585,0.515,0.064
3.9700,0.515,-8.004,0.183,0.0585,0.515,0.064
3.9800,0.512,-7.999,0.015,0.0585,0.512,0.064
3.9900,0.509,-8.008,0.175,0.0585,0.509,0.064
4.0000,0.507,-8.018,-0.008,0.0585,0.507,0.063
4.0100,0.511,-8.019,0.183,0.0585,0.511,0.064
4.0200,0.519,-8.004,0.191,0.0585,0.519,0.065
4.0300,0.514,-8.000,0.014,0.0585,0.514,0.064
4.0400,0.506,-8.009,0.177,0.0585,0.506,0.063
4.0500,0.511,-8.018,-0.007,0.0585,0.511,0.064
4.0600,0.516,-8.020,0.179,0.0585,0.516,0.064
4.0700,0.514,-8.004,0.200,0.0585,0.514,0.064
4.0800,0.512,-8.000,0.013,0.0585,0.512,0.064
4.0900,0.511,-8.009,0.170,0.0585,0.511,0.064
4.1000,0.509,-8.019,-0.007,0.0585,0.509,0.064
4.1100,0.513,-8.020,0.182,0.0585,0.513,0.064
4.1200,0.520,-8.004,0.204,0.0585,0.520,0.065
4.1300,0.512,-8.001,0.011,0.0585,0.512,0.064
4.1400,0.506,-8.010,0.160,0.0585,0.506,0.063
4.1500,0.511,-8.020,-0.007,0.0585,0.511,0.064
4.1600,0.518,-8.020,0.181,0.0585,0.518,0.065
4.1700,0.518,-8.005,0.203,0.0585,0.518,0.065
4.1800,0.514,-8.002,0.009,0.0589,0.514,0.064
4.1900,0.511,-8.011,0.177,0.0590,0.511,0.064
4.2000,0.506,-8.020,-0.008,0.0590,0.506,0.063
4.2100,0.514,-8.022,0.189,0.0590,0.514,0.064
4.2200,0.520,-8.006,0.187,0.0590,0.520,0.065
4.2300,0.515,-8.003,0.008,0.0590,0.515,0.064
4.2400,0.511,-8.011,0.161,0.0590,0.511,0.064
