Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:51
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:26:36
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\preload_003.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:26:36
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0
Set Force    = -8
Duration     = 5.16
Data Count   = 517
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
sec,N,N,mm,mm,N,

0.0000,0.514,-7.781,-0.008,0.0380,0.514,0.066
0.0100,0.492,-7.819,0.153,0.0380,0.492,0.063
0.0200,0.499,-7.828,-0.008,0.0380,0.499,0.064
0.0300,0.510,-7.812,0.200,0.0384,0.510,0.065
0.0400,0.497,-7.805,0.191,0.0385,0.497,0.064
0.0500,0.496,-7.813,-0.006,0.0385,0.496,0.063
0.0600,0.497,-7.822,0.172,0.0385,0.497,0.064
0.0700,0.493,-7.832,-0.008,0.0385,0.493,0.063
0.0800,0.506,-7.816,0.212,0.0385,0.506,0.065
0.0900,0.502,-7.809,0.186,0.0385,0.502,0.064
0.1000,0.494,-7.817,-0.007,0.0387,0.494,0.063
0.1100,0.494,-7.826,0.170,0.0390,0.494,0.063
0.1200,0.498,-7.835,-0.007,0.0390,0.498,0.064
0.1300,0.509,-7.819,0.217,0.0390,0.509,0.065
0.1400,0.498,-7.813,0.174,0.0390,0.498,0.064
0.1500,0.499,-7.822,-0.006,0.0390,0.499,0.064
0.1600,0.499,-7.830,0.161,0.0390,0.499,0.064
0.1700,0.497,-7.840,-0.007,0.0390,0.497,0.063
0.1800,0.510,-7.823,0.220,0.0394,0.510,0.065
0.1900,0.502,-7.817,0.185,0.0395,0.502,0.064
0.2000,0.496,-7.825,-0.007,0.0395,0.496,0.063
0.2100,0.497,-7.835,0.171,0.0395,0.497,0.063
0.2200,0.498,-7.843,-0.008,0.0395,0.498,0.063
0.2300,0.509,-7.826,0.220,0.0399,0.509,0.065
0.2400,0.498,-7.821,0.199,0.0400,0.498,0.064
0.2500,0.494,-7.829,-0.007,0.0400,0.494,0.063
0.2600,0.494,-7.840,0.173,0.0400,0.494,0.063
0.2700,0.498,-7.848,-0.007,0.0400,0.498,0.063
0.2800,0.507,-7.831,0.212,0.0404,0.507,0.065
0.2900,0.497,-7.826,0.174,0.0405,0.497,0.064
0.3000,0.496,-7.834,-0.007,0.0405,0.496,0.063
0.3100,0.497,-7.843,0.170,0.0405,0.497,0.063
0.3200,0.496,-7.851,-0.008,0.0405,0.496,0.063
0.3300,0.510,-7.835,0.216,0.0405,0.510,0.065
0.3400,0.503,-7.829,0.165,0.0405,0.503,0.064
0.3500,0.496,-7.838,-0.008,0.0406,0.496,0.063
0.3600,0.498,-7.847,0.187,0.0410,0.498,0.063
0.3700,0.501,-7.855,-0.008,0.0410,0.501,0.064
0.3800,0.508,-7.837,0.223,0.0410,0.508,0.065
0.3900,0.497,-7.833,0.169,0.0410,0.497,0.063
0.4000,0.499,-7.842,-0.007,0.0411,0.499,0.064
0.4100,0.497,-7.851,0.192,0.0415,0.497,0.063
0.4200,0.493,-7.858,-0.008,0.0415,0.493,0.063
0.4300,0.511,-7.841,0.220,0.0415,0.511,0.065
0.4400,0.499,-7.837,0.160,0.0415,0.499,0.064
0.4500,0.493,-7.846,-0.007,0.0415,0.493,0.063
0.4600,0.497,-7.854,0.194,0.0415,0.497,0.063
0.4700,0.500,-7.862,-0.008,0.0415,0.500,0.064
0.4800,0.507,-7.844,0.212,0.0419,0.507,0.065
0.4900,0.496,-7.841,0.167,0.0420,0.496,0.063
0.5000,0.498,-7.848,-0.007,0.0420,0.498,0.063
0.5100,0.495,-7.858,0.197,0.0420,0.495,0.063
0.5200,0.497,-7.865,-0.008,0.0420,0.497,0.063
0.5300,0.511,-7.846,0.195,0.0420,0.511,0.065
0.5400,0.500,-7.844,0.161,0.0420,0.500,0.064
0.5500,0.497,-7.852,-0.007,0.0422,0.497,0.063
0.5600,0.499,-7.861,0.188,0.0425,0.499,0.064
0.5700,0.502,-7.868,-0.008,0.0425,0.502,0.064
0.5800,0.510,-7.850,0.210,0.0425,0.510,0.065
0.5900,0.501,-7.847,0.170,0.0425,0.501,0.064
0.6000,0.498,-7.855,-0.008,0.0425,0.498,0.063
0.6100,0.500,-7.865,0.191,0.0425,0.500,0.064
0.6200,0.502,-7.872,-0.007,0.0425,0.502,0.064
0.6300,0.512,-7.853,0.201,0.0429,0.512,0.065
0.6400,0.502,-7.850,0.162,0.0430,0.502,0.064
0.6500,0.501,-7.860,-0.007,0.0430,0.501,0.064
0.6600,0.500,-7.869,0.202,0.0430,0.500,0.064
0.6700,0.501,-7.876,-0.007,0.0430,0.501,0.064
0.6800,0.514,-7.856,0.206,0.0434,0.514,0.065
0.6900,0.501,-7.855,0.163,0.0435,0.501,0.064
0.7000,0.495,-7.863,-0.008,0.0435,0.495,0.063
0.7100,0.501,-7.872,0.209,0.0435,0.501,0.064
0.7200,0.502,-7.879,-0.008,0.0435,0.502,0.064
0.7300,0.508,-7.859,0.205,0.0435,0.508,0.065
0.7400,0.498,-7.859,0.164,0.0435,0.498,0.063
0.7500,0.500,-7.868,-0.007,0.0437,0.500,0.064
0.7600,0.496,-7.877,0.231,0.0440,0.496,0.063
0.7700,0.498,-7.883,-0.008,0.0440,0.498,0.063
0.7800,0.514,-7.863,0.174,0.0440,0.514,0.065
0.7900,0.497,-7.862,0.173,0.0440,0.497,0.063
0.8000,0.495,-7.871,-0.008,0.0440,0.495,0.063
0.8100,0.500,-7.881,0.211,0.0440,0.500,0.063
0.8200,0.503,-7.887,-0.007,0.0440,0.503,0.064
0.8300,0.510,-7.868,0.173,0.0444,0.510,0.065
0.8400,0.501,-7.867,0.168,0.0445,0.501,0.064
0.8500,0.501,-7.875,-0.007,0.0445,0.501,0.064
0.8600,0.497,-7.884,0.219,0.0445,0.497,0.063
0.8700,0.501,-7.890,-0.008,0.0445,0.501,0.064
0.8800,0.512,-7.871,0.192,0.0449,0.512,0.065
0.8900,0.500,-7.871,0.176,0.0450,0.500,0.063
0.9000,0.497,-7.879,-0.007,0.0450,0.497,0.063
0.9100,0.502,-7.887,0.198,0.0450,0.502,0.064
0.9200,0.504,-7.893,-0.008,0.0450,0.504,0.064
0.9300,0.511,-7.873,0.175,0.0450,0.511,0.065
0.9400,0.501,-7.874,0.191,0.0450,0.501,0.064
0.9500,0.499,-7.883,-0.008,0.0452,0.499,0.063
0.9600,0.500,-7.891,0.218,0.0455,0.500,0.063
0.9700,0.501,-7.896,-0.008,0.0455,0.501,0.063
0.9800,0.511,-7.877,0.173,0.0455,0.511,0.065
0.9900,0.501,-7.877,0.171,0.0455,0.501,0.064
1.0000,0.499,-7.886,-0.007,0.0455,0.499,0.063
1.0100,0.501,-7.895,0.221,0.0455,0.501,0.063
1.0200,0.503,-7.900,-0.007,0.0455,0.503,0.064
1.0300,0.513,-7.879,0.160,0.0459,0.513,0.065
1.0400,0.499,-7.880,0.189,0.0460,0.499,0.063
1.0500,0.498,-7.889,-0.008,0.0460,0.498,0.063
1.0600,0.502,-7.897,0.220,0.0460,0.502,0.064
1.0700,0.503,-7.902,-0.008,0.0460,0.503,0.064
1.0800,0.511,-7.881,0.154,0.0460,0.511,0.065
1.0900,0.501,-7.884,0.205,0.0460,0.501,0.064
1.1000,0.501,-7.891,-0.008,0.0460,0.501,0.063
1.1100,0.497,-7.900,0.207,0.0460,0.497,0.063
1.1200,0.506,-7.904,-0.007,0.0460,0.506,0.064
1.1300,0.515,-7.883,0.168,0.0464,0.515,0.065
1.1400,0.498,-7.885,0.197,0.0465,0.498,0.063
1.1500,0.499,-7.895,-0.007,0.0465,0.499,0.063
1.1600,0.503,-7.903,0.199,0.0465,0.503,0.064
1.1700,0.504,-7.907,-0.007,0.0465,0.504,0.064
1.1800,0.509,-7.887,0.166,0.0465,0.509,0.065
1.1900,0.503,-7.889,0.210,0.0465,0.503,0.064
1.2000,0.499,-7.898,-0.008,0.0466,0.499,0.063
1.2100,0.499,-7.907,0.191,0.0470,0.499,0.063
1.2200,0.506,-7.910,-0.008,0.0470,0.506,0.064
1.2300,0.513,-7.890,0.169,0.0470,0.513,0.065
1.2400,0.499,-7.893,0.209,0.0470,0.499,0.063
1.2500,0.499,-7.902,-0.007,0.0470,0.499,0.063
1.2600,0.504,-7.910,0.192,0.0470,0.504,0.064
1.2700,0.503,-7.914,-0.008,0.0470,0.503,0.064
1.2800,0.511,-7.894,0.168,0.0474,0.511,0.065
1.2900,0.502,-7.896,0.200,0.0475,0.502,0.064
1.3000,0.500,-7.906,-0.007,0.0475,0.500,0.063
1.3100,0.501,-7.914,0.197,0.0475,0.501,0.063
1.3200,0.504,-7.916,-0.008,0.0475,0.504,0.064
1.3300,0.513,-7.897,0.165,0.0479,0.513,0.065
1.3400,0.499,-7.900,0.216,0.0480,0.499,0.063
1.3500,0.500,-7.909,-0.007,0.0480,0.500,0.063
1.3600,0.501,-7.918,0.198,0.0480,0.501,0.063
1.3700,0.505,-7.920,-0.008,0.0480,0.505,0.064
1.3800,0.512,-7.900,0.160,0.0480,0.512,0.065
1.3900,0.499,-7.904,0.212,0.0480,0.499,0.063
1.4000,0.503,-7.913,-0.007,0.0480,0.503,0.064
1.4100,0.505,-7.921,0.167,0.0480,0.505,0.064
1.4200,0.509,-7.924,-0.008,0.0480,0.509,0.064
1.4300,0.514,-7.903,0.168,0.0484,0.514,0.065
1.4400,0.507,-7.906,0.225,0.0485,0.507,0.064
1.4500,0.502,-7.916,-0.008,0.0485,0.502,0.063
1.4600,0.500,-7.924,0.181,0.0485,0.500,0.063
1.4700,0.510,-7.926,-0.008,0.0485,0.510,0.064
1.4800,0.513,-7.906,0.186,0.0485,0.513,0.065
1.4900,0.500,-7.910,0.225,0.0485,0.500,0.063
1.5000,0.502,-7.919,-0.008,0.0487,0.502,0.063
1.5100,0.505,-7.927,0.175,0.0490,0.505,0.064
1.5200,0.504,-7.928,-0.008,0.0490,0.504,0.064
1.5300,0.513,-7.909,0.194,0.0490,0.513,0.065
1.5400,0.505,-7.913,0.213,0.0490,0.505,0.064
1.5500,0.498,-7.922,-0.007,0.0490,0.498,0.063
1.5600,0.502,-7.930,0.170,0.0490,0.502,0.063
1.5700,0.509,-7.931,-0.007,0.0490,0.509,0.064
1.5800,0.512,-7.911,0.199,0.0494,0.512,0.065
1.5900,0.498,-7.916,0.204,0.0495,0.498,0.063
1.6000,0.502,-7.925,-0.007,0.0495,0.502,0.063
1.6100,0.503,-7.933,0.171,0.0495,0.503,0.063
1.6200,0.503,-7.934,-0.008,0.0495,0.503,0.063
1.6300,0.513,-7.915,0.181,0.0495,0.513,0.065
1.6400,0.503,-7.919,0.208,0.0495,0.503,0.064
1.6500,0.501,-7.929,-0.007,0.0495,0.501,0.063
1.6600,0.502,-7.936,0.170,0.0495,0.502,0.063
1.6700,0.510,-7.935,-0.007,0.0495,0.510,0.064
1.6800,0.513,-7.917,0.184,0.0499,0.513,0.065
1.6900,0.501,-7.921,0.205,0.0500,0.501,0.063
1.7000,0.504,-7.930,-0.008,0.0500,0.504,0.064
1.7100,0.504,-7.939,0.163,0.0500,0.504,0.063
1.7200,0.510,-7.938,-0.007,0.0500,0.510,0.064
1.7300,0.513,-7.919,0.200,0.0500,0.513,0.065
1.7400,0.503,-7.924,0.200,0.0500,0.503,0.064
1.7500,0.504,-7.934,-0.007,0.0501,0.504,0.063
1.7600,0.504,-7.941,0.152,0.0505,0.504,0.064
1.7700,0.509,-7.940,-0.008,0.0505,0.509,0.064
1.7800,0.514,-7.922,0.215,0.0505,0.514,0.065
