Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:51
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:22:27
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\preload_001.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:22:27
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0
Set Force    = -8
Duration     = 5.09
Data Count   = 510
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
1.7900,0.483,-7.948,-0.009,0.0305,0.483,0.061
1.8000,0.486,-7.928,0.189,0.0305,0.486,0.061
1.8100,0.476,-7.931,0.211,0.0305,0.476,0.060
1.8200,0.475,-7.942,-0.007,0.0307,0.475,0.060
1.8300,0.477,-7.950,0.171,0.0310,0.477,0.060
1.8400,0.482,-7.949,-0.008,0.0310,0.482,0.061
1.8500,0.485,-7.931,0.193,0.0310,0.485,0.061
1.8600,0.478,-7.935,0.210,0.0310,0.478,0.060
1.8700,0.477,-7.945,-0.008,0.0310,0.477,0.060
1.8800,0.478,-7.953,0.160,0.0310,0.478,0.060
1.8900,0.481,-7.953,-0.008,0.0310,0.481,0.060
1.9000,0.489,-7.933,0.213,0.0310,0.489,0.062
1.9100,0.477,-7.939,0.232,0.0310,0.477,0.060
1.9200,0.470,-7.947,-0.008,0.0312,0.470,0.059
1.9300,0.477,-7.956,0.177,0.0315,0.477,0.060
1.9400,0.481,-7.954,-0.008,0.0315,0.481,0.060
1.9500,0.485,-7.937,0.195,0.0315,0.485,0.061
1.9600,0.478,-7.941,0.199,0.0315,0.478,0.060
1.9700,0.482,-7.950,-0.008,0.0315,0.482,0.061
1.9800,0.479,-7.959,0.161,0.0315,0.479,0.060
1.9900,0.483,-7.957,-0.007,0.0315,0.483,0.061
2.0000,0.492,-7.938,0.213,0.0319,0.492,0.062
2.0100,0.477,-7.943,0.216,0.0320,0.477,0.060
2.0200,0.474,-7.953,-0.007,0.0320,0.474,0.060
2.0300,0.480,-7.961,0.177,0.0320,0.480,0.060
2.0400,0.484,-7.960,-0.007,0.0320,0.484,0.061
2.0500,0.484,-7.941,0.210,0.0320,0.484,0.061
2.0600,0.475,-7.946,0.216,0.0320,0.475,0.060
2.0700,0.478,-7.955,-0.008,0.0320,0.478,0.060
2.0800,0.475,-7.963,0.170,0.0320,0.475,0.060
2.0900,0.484,-7.963,-0.007,0.0320,0.484,0.061
2.1000,0.489,-7.943,0.195,0.0320,0.489,0.062
2.1100,0.478,-7.948,0.213,0.0320,0.478,0.060
2.1200,0.475,-7.957,-0.008,0.0322,0.475,0.060
2.1300,0.479,-7.965,0.170,0.0325,0.479,0.060
2.1400,0.483,-7.963,-0.008,0.0325,0.483,0.061
2.1500,0.486,-7.945,0.205,0.0325,0.486,0.061
2.1600,0.479,-7.950,0.207,0.0325,0.479,0.060
2.1700,0.476,-7.959,-0.007,0.0325,0.476,0.060
2.1800,0.480,-7.967,0.166,0.0325,0.480,0.060
2.1900,0.483,-7.965,-0.008,0.0325,0.483,0.061
2.2000,0.488,-7.948,0.227,0.0325,0.488,0.061
2.2100,0.477,-7.952,0.200,0.0325,0.477,0.060
2.2200,0.477,-7.962,-0.008,0.0327,0.477,0.060
2.2300,0.478,-7.970,0.162,0.0330,0.478,0.060
2.2400,0.483,-7.968,-0.007,0.0330,0.483,0.061
2.2500,0.489,-7.949,0.223,0.0330,0.489,0.062
2.2600,0.475,-7.955,0.211,0.0330,0.475,0.060
2.2700,0.476,-7.965,-0.007,0.0330,0.476,0.060
2.2800,0.480,-7.972,0.169,0.0330,0.480,0.060
2.2900,0.482,-7.971,-0.008,0.0330,0.482,0.060
2.3000,0.486,-7.952,0.221,0.0330,0.486,0.061
2.3100,0.478,-7.957,0.206,0.0330,0.478,0.060
2.3200,0.477,-7.966,-0.008,0.0331,0.477,0.060
2.3300,0.474,-7.975,0.169,0.0335,0.474,0.059
2.3400,0.486,-7.973,-0.008,0.0335,0.486,0.061
2.3500,0.491,-7.955,0.190,0.0335,0.491,0.062
2.3600,0.477,-7.960,0.201,0.0335,0.477,0.060
2.3700,0.477,-7.969,-0.007,0.0335,0.477,0.060
2.3800,0.480,-7.977,0.181,0.0335,0.480,0.060
2.3900,0.482,-7.975,-0.007,0.0335,0.482,0.060
2.4000,0.485,-7.958,0.205,0.0339,0.485,0.061
2.4100,0.481,-7.963,0.206,0.0340,0.481,0.060
2.4200,0.475,-7.972,-0.006,0.0340,0.475,0.060
2.4300,0.477,-7.982,0.166,0.0340,0.477,0.060
2.4400,0.485,-7.977,-0.008,0.0340,0.485,0.061
2.4500,0.487,-7.960,0.223,0.0340,0.487,0.061
2.4600,0.475,-7.966,0.193,0.0340,0.475,0.060
2.4700,0.478,-7.975,-0.008,0.0340,0.478,0.060
2.4800,0.483,-7.982,0.153,0.0340,0.483,0.061
2.4900,0.485,-7.980,-0.007,0.0340,0.485,0.061
2.5000,0.490,-7.963,0.222,0.0344,0.490,0.062
2.5100,0.479,-7.966,0.210,0.0345,0.479,0.060
2.5200,0.477,-7.978,-0.007,0.0345,0.477,0.060
2.5300,0.479,-7.985,0.171,0.0345,0.479,0.060
2.5400,0.484,-7.982,-0.008,0.0345,0.484,0.061
2.5500,0.488,-7.964,0.228,0.0345,0.488,0.061
2.5600,0.476,-7.970,0.189,0.0345,0.476,0.060
2.5700,0.479,-7.980,-0.008,0.0345,0.479,0.060
2.5800,0.480,-7.988,0.156,0.0345,0.480,0.060
2.5900,0.489,-7.985,-0.007,0.0345,0.489,0.061
2.6000,0.491,-7.967,0.220,0.0349,0.491,0.062
2.6100,0.477,-7.972,0.206,0.0350,0.477,0.060
2.6200,0.478,-7.982,-0.007,0.0350,0.478,0.060
2.6300,0.479,-7.991,0.190,0.0350,0.479,0.060
2.6400,0.483,-7.987,-0.008,0.0350,0.483,0.060
2.6500,0.487,-7.970,0.213,0.0350,0.487,0.061
2.6600,0.478,-7.975,0.199,0.0350,0.478,0.060
2.6700,0.474,-7.985,-0.007,0.0350,0.474,0.059
2.6800,0.477,-7.993,0.180,0.0350,0.477,0.060
2.6900,0.487,-7.990,-0.007,0.0350,0.487,0.061
2.7000,0.487,-7.972,0.213,0.0354,0.487,0.061
2.7100,0.476,-7.978,0.199,0.0355,0.476,0.060
2.7200,0.478,-7.986,-0.008,0.0355,0.478,0.060
2.7300,0.481,-7.995,0.160,0.0355,0.481,0.060
2.7400,0.482,-7.992,-0.007,0.0355,0.482,0.060
2.7500,0.491,-7.973,0.220,0.0355,0.491,0.062
2.7600,0.482,-7.979,0.198,0.0355,0.482,0.060
2.7700,0.477,-7.990,-0.006,0.0355,0.477,0.060
2.7800,0.481,-7.997,0.168,0.0355,0.481,0.060
2.7900,0.488,-7.993,-0.008,0.0355,0.488,0.061
2.8000,0.488,-7.976,0.234,0.0359,0.488,0.061
2.8100,0.475,-7.982,0.198,0.0360,0.475,0.060
2.8200,0.480,-7.991,-0.007,0.0360,0.480,0.060
2.8300,0.478,-7.999,0.178,0.0360,0.478,0.060
2.8400,0.482,-7.996,-0.007,0.0360,0.482,0.060
2.8500,0.489,-7.977,0.230,0.0360,0.489,0.061
2.8600,0.477,-7.984,0.198,0.0360,0.477,0.060
2.8700,0.474,-7.993,-0.008,0.0360,0.474,0.059
2.8800,0.478,-8.003,0.175,0.0360,0.478,0.060
2.8900,0.491,-7.998,-0.005,0.0360,0.491,0.061
2.9000,0.492,-7.980,0.205,0.0360,0.492,0.062
2.9100,0.482,-7.986,0.181,0.0360,0.482,0.060
2.9200,0.481,-7.993,-0.009,0.0360,0.481,0.060
2.9300,0.482,-8.001,0.182,0.0360,0.482,0.060
2.9400,0.490,-7.998,-0.008,0.0360,0.490,0.061
2.9500,0.489,-7.981,0.221,0.0364,0.489,0.061
2.9600,0.479,-7.987,0.209,0.0365,0.479,0.060
2.9700,0.477,-7.996,-0.007,0.0365,0.477,0.060
2.9800,0.479,-8.004,0.183,0.0365,0.479,0.060
2.9900,0.484,-8.000,-0.007,0.0365,0.484,0.061
3.0000,0.489,-7.983,0.227,0.0365,0.489,0.061
3.0100,0.478,-7.988,0.192,0.0365,0.478,0.060
3.0200,0.476,-7.998,-0.007,0.0365,0.476,0.059
3.0300,0.481,-8.005,0.177,0.0365,0.481,0.060
3.0400,0.486,-8.001,-0.008,0.0365,0.486,0.061
3.0500,0.487,-7.984,0.226,0.0365,0.487,0.061
3.0600,0.478,-7.990,0.177,0.0365,0.478,0.060
3.0700,0.482,-7.999,-0.008,0.0365,0.482,0.060
3.0800,0.480,-8.007,0.179,0.0365,0.480,0.060
3.0900,0.484,-8.002,-0.008,0.0365,0.484,0.061
3.1000,0.492,-7.984,0.228,0.0365,0.492,0.062
3.1100,0.479,-7.991,0.181,0.0365,0.479,0.060
3.1200,0.476,-8.001,-0.008,0.0367,0.476,0.059
3.1300,0.481,-8.008,0.177,0.0370,0.481,0.060
3.1400,0.488,-8.002,-0.008,0.0370,0.488,0.061
3.1500,0.486,-7.987,0.229,0.0370,0.486,0.061
3.1600,0.478,-7.992,0.190,0.0370,0.478,0.060
3.1700,0.481,-8.001,-0.008,0.0370,0.481,0.060
3.1800,0.477,-8.010,0.195,0.0370,0.477,0.060
3.1900,0.486,-8.005,-0.007,0.0370,0.486,0.061
3.2000,0.491,-7.988,0.212,0.0370,0.491,0.061
3.2100,0.479,-7.994,0.172,0.0370,0.479,0.060
3.2200,0.477,-8.004,-0.008,0.0370,0.477,0.060
3.2300,0.484,-8.012,0.189,0.0370,0.484,0.060
3.2400,0.489,-8.006,-0.007,0.0370,0.489,0.061
3.2500,0.487,-7.989,0.209,0.0370,0.487,0.061
3.2600,0.482,-7.995,0.186,0.0370,0.482,0.060
3.2700,0.480,-8.004,-0.007,0.0371,0.480,0.060
3.2800,0.481,-8.014,0.190,0.0375,0.481,0.060
3.2900,0.487,-8.007,-0.008,0.0375,0.487,0.061
3.3000,0.491,-7.991,0.221,0.0375,0.491,0.061
3.3100,0.479,-7.997,0.188,0.0375,0.479,0.060
3.3200,0.478,-8.007,-0.007,0.0375,0.478,0.060
3.3300,0.481,-8.014,0.177,0.0375,0.481,0.060
3.3400,0.487,-8.009,-0.008,0.0375,0.487,0.061
3.3500,0.491,-7.993,0.220,0.0375,0.491,0.061
3.3600,0.480,-7.999,0.174,0.0375,0.480,0.060
3.3700,0.479,-8.008,-0.008,0.0375,0.479,0.060
3.3800,0.482,-8.016,0.188,0.0375,0.482,0.060
3.3900,0.487,-8.011,-0.008,0.0375,0.487,0.061
3.4000,0.488,-7.993,0.215,0.0375,0.488,0.061
3.4100,0.480,-8.001,0.175,0.0375,0.480,0.060
3.4200,0.481,-8.009,-0.007,0.0375,0.481,0.060
3.4300,0.478,-8.017,0.198,0.0375,0.478,0.060
3.4400,0.489,-8.012,-0.007,0.0375,0.489,0.061
3.4500,0.490,-7.995,0.229,0.0379,0.490,0.061
3.4600,0.477,-8.002,0.180,0.0380,0.477,0.060
3.4700,0.477,-8.011,-0.008,0.0380,0.477,0.060
3.4800,0.483,-8.019,0.199,0.0380,0.483,0.060
3.4900,0.487,-8.014,-0.008,0.0380,0.487,0.061
3.5000,0.487,-7.997,0.210,0.0380,0.487,0.061
3.5100,0.483,-8.004,0.172,0.0380,0.483,0.060
3.5200,0.481,-8.013,-0.007,0.0380,0.481,0.060
3.5300,0.479,-8.021,0.202,0.0380,0.479,0.060
3.5400,0.490,-8.015,-0.007,0.0380,0.490,0.061
3.5500,0.491,-7.998,0.205,0.0380,0.491,0.061
3.5600,0.479,-8.006,0.174,0.0380,0.479,0.060
3.5700,0.480,-8.015,-0.007,0.0382,0.480,0.060
3.5800,0.485,-8.022,0.183,0.0385,0.485,0.060
3.5900,0.487,-8.016,-0.008,0.0385,0.487,0.061
3.6000,0.489,-8.000,0.218,0.0385,0.489,0.061
3.6100,0.482,-8.006,0.189,0.0385,0.482,0.060
3.6200,0.478,-8.016,-0.008,0.0385,0.478,0.060
3.6300,0.479,-8.024,0.194,0.0385,0.479,0.060
3.6400,0.490,-8.017,-0.007,0.0385,0.490,0.061
3.6500,0.491,-8.001,0.212,0.0385,0.491,0.061
3.6600,0.480,-8.008,0.159,0.0385,0.480,0.060
3.6700,0.481,-8.017,-0.007,0.0385,0.481,0.060
3.6800,0.484,-8.025,0.202,0.0385,0.484,0.060
3.6900,0.489,-8.018,-0.007,0.0385,0.489,0.061
3.7000,0.490,-8.002,0.218,0.0385,0.490,0.061
3.7100,0.479,-8.009,0.175,0.0385,0.479,0.060
3.7200,0.479,-8.018,-0.007,0.0385,0.479,0.060
3.7300,0.482,-8.027,0.200,0.0385,0.482,0.060
3.7400,0.489,-8.020,-0.007,0.0385,0.489,0.061
3.7500,0.490,-8.004,0.204,0.0389,0.490,0.061
3.7600,0.482,-8.011,0.185,0.0390,0.482,0.060
3.7700,0.478,-8.020,-0.007,0.0390,0.478,0.060
3.7800,0.480,-8.028,0.208,0.0390,0.480,0.060
3.7900,0.490,-8.021,-0.008,0.0390,0.490,0.061
3.8000,0.491,-8.005,0.201,0.0390,0.491,0.061
3.8100,0.479,-8.013,0.159,0.0390,0.479,0.060
3.8200,0.481,-8.022,-0.008,0.0390,0.481,0.060
3.8300,0.486,-8.029,0.205,0.0390,0.486,0.061
3.8400,0.488,-8.022,-0.008,0.0390,0.488,0.061
3.8500,0.491,-8.007,0.204,0.0390,0.491,0.061
3.8600,0.485,-8.013,0.177,0.0390,0.485,0.061
3.8700,0.480,-8.023,-0.008,0.0390,0.480,0.060
3.8800,0.481,-8.030,0.197,0.0390,0.481,0.060
3.8900,0.492,-8.023,-0.003,0.0390,0.492,0.061
3.9000,0.490,-8.007,0.212,0.0390,0.490,0.061
3.9100,0.478,-8.016,0.165,0.0390,0.478,0.060
3.9200,0.482,-8.023,-0.007,0.0390,0.482,0.060
3.9300,0.486,-8.031,0.197,0.0390,0.486,0.061
3.9400,0.488,-8.024,-0.006,0.0390,0.488,0.061
3.9500,0.492,-8.009,0.207,0.0394,0.492,0.061
3.9600,0.484,-8.016,0.169,0.0395,0.484,0.060
3.9700,0.480,-8.025,-0.007,0.0395,0.480,0.060
3.9800,0.483,-8.032,0.228,0.0395,0.483,0.060
3.9900,0.492,-8.024,-0.004,0.0395,0.492,0.061
4.0000,0.488,-8.010,0.204,0.0395,0.488,0.061
4.0100,0.478,-8.017,0.158,0.0395,0.478,0.060
4.0200,0.482,-8.025,-0.007,0.0395,0.482,0.060
4.0300,0.484,-8.032,0.214,0.0395,0.484,0.060
4.0400,0.489,-8.026,-0.008,0.0395,0.489,0.061
4.0500,0.491,-8.010,0.204,0.0395,0.491,0.061
4.0600,0.482,-8.017,0.162,0.0395,0.482,0.060
4.0700,0.481,-8.027,-0.008,0.0395,0.481,0.060
4.0800,0.484,-8.034,0.219,0.0395,0.484,0.060
4.0900,0.492,-8.026,-0.006,0.0395,0.492,0.061
4.1000,0.491,-8.010,0.208,0.0395,0.491,0.061
4.1100,0.479,-8.019,0.181,0.0395,0.479,0.060
4.1200,0.480,-8.028,-0.007,0.0395,0.480,0.060
4.1300,0.482,-8.034,0.209,0.0395,0.482,0.060
4.1400,0.491,-8.027,-0.001,0.0395,0.491,0.061
4.1500,0.488,-8.012,0.196,0.0395,0.488,0.061
4.1600,0.480,-8.020,0.179,0.0395,0.480,0.060
4.1700,0.482,-8.029,-0.008,0.0395,0.482,0.060
4.1800,0.483,-8.035,0.211,0.0395,0.483,0.060
4.1900,0.486,-8.028,-0.001,0.0395,0.486,0.061
4.2000,0.490,-8.012,0.197,0.0399,0.490,0.061
4.2100,0.481,-8.021,0.174,0.0400,0.481,0.060
4.2200,0.476,-8.029,-0.007,0.0400,0.476,0.059
4.2300,0.481,-8.036,0.215,0.0400,0.481,0.060
