Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:51
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:30:14
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\preload_005.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:30:14
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0
Set Force    = -8
Duration     = 5.08
Data Count   = 509
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
sec,N,N,mm,mm,N,

0.0000,0.436,-7.827,0.218,0.0000,0.436,0.056
0.0100,0.438,-7.820,-0.008,0.0000,0.438,0.056
0.0200,0.439,-7.806,0.192,0.0000,0.439,0.056
0.0300,0.435,-7.813,0.146,0.0000,0.435,0.056
0.0400,0.431,-7.822,-0.007,0.0000,0.431,0.055
0.0500,0.434,-7.831,0.196,0.0000,0.434,0.055
0.0600,0.444,-7.823,-0.008,0.0000,0.444,0.057
0.0700,0.443,-7.807,0.196,0.0002,0.443,0.057
0.0800,0.432,-7.814,0.161,0.0005,0.432,0.055
0.0900,0.433,-7.824,-0.008,0.0005,0.433,0.055
0.1000,0.435,-7.831,0.193,0.0005,0.435,0.056
0.1100,0.439,-7.825,-0.008,0.0005,0.439,0.056
0.1200,0.442,-7.810,0.203,0.0005,0.442,0.057
0.1300,0.432,-7.818,0.149,0.0005,0.432,0.055
0.1400,0.434,-7.826,-0.007,0.0005,0.434,0.055
0.1500,0.436,-7.834,0.191,0.0005,0.436,0.056
0.1600,0.441,-7.828,-0.008,0.0005,0.441,0.056
0.1700,0.443,-7.812,0.216,0.0005,0.443,0.057
0.1800,0.432,-7.819,0.148,0.0005,0.432,0.055
0.1900,0.432,-7.827,-0.007,0.0005,0.432,0.055
0.2000,0.434,-7.836,0.197,0.0009,0.434,0.055
0.2100,0.444,-7.829,-0.008,0.0010,0.444,0.057
0.2200,0.442,-7.814,0.217,0.0010,0.442,0.057
0.2300,0.430,-7.820,0.152,0.0010,0.430,0.055
0.2400,0.435,-7.829,-0.007,0.0010,0.435,0.056
0.2500,0.435,-7.838,0.194,0.0010,0.435,0.055
0.2600,0.439,-7.831,-0.007,0.0010,0.439,0.056
0.2700,0.441,-7.815,0.212,0.0010,0.441,0.056
0.2800,0.433,-7.823,0.155,0.0010,0.433,0.055
0.2900,0.429,-7.833,-0.007,0.0010,0.429,0.055
0.3000,0.435,-7.840,0.181,0.0010,0.435,0.056
0.3100,0.446,-7.833,-0.008,0.0010,0.446,0.057
0.3200,0.441,-7.817,0.210,0.0012,0.441,0.056
0.3300,0.432,-7.825,0.151,0.0015,0.432,0.055
0.3400,0.436,-7.834,-0.007,0.0015,0.436,0.056
0.3500,0.437,-7.842,0.189,0.0015,0.437,0.056
0.3600,0.440,-7.836,-0.008,0.0015,0.440,0.056
0.3700,0.446,-7.820,0.201,0.0015,0.446,0.057
0.3800,0.434,-7.827,0.165,0.0015,0.434,0.055
0.3900,0.430,-7.837,-0.007,0.0015,0.430,0.055
0.4000,0.436,-7.844,0.182,0.0015,0.436,0.056
0.4100,0.443,-7.839,-0.008,0.0015,0.443,0.057
0.4200,0.442,-7.822,0.211,0.0016,0.442,0.057
0.4300,0.433,-7.830,0.154,0.0020,0.433,0.055
0.4400,0.437,-7.839,-0.007,0.0020,0.437,0.056
0.4500,0.435,-7.846,0.180,0.0020,0.435,0.055
0.4600,0.440,-7.841,-0.007,0.0020,0.440,0.056
0.4700,0.443,-7.825,0.228,0.0020,0.443,0.057
0.4800,0.432,-7.832,0.154,0.0020,0.432,0.055
0.4900,0.432,-7.840,-0.008,0.0020,0.432,0.055
0.5000,0.437,-7.849,0.168,0.0020,0.437,0.056
0.5100,0.445,-7.844,-0.007,0.0020,0.445,0.057
0.5200,0.444,-7.827,0.210,0.0022,0.444,0.057
0.5300,0.434,-7.834,0.159,0.0025,0.434,0.055
0.5400,0.435,-7.843,-0.007,0.0025,0.435,0.055
0.5500,0.436,-7.851,0.183,0.0025,0.436,0.056
0.5600,0.445,-7.845,-0.007,0.0025,0.445,0.057
0.5700,0.441,-7.828,0.221,0.0025,0.441,0.056
0.5800,0.433,-7.836,0.145,0.0025,0.433,0.055
0.5900,0.436,-7.845,-0.008,0.0025,0.436,0.056
0.6000,0.437,-7.853,0.180,0.0025,0.437,0.056
0.6100,0.444,-7.848,-0.007,0.0025,0.444,0.057
0.6200,0.447,-7.831,0.214,0.0025,0.447,0.057
0.6300,0.435,-7.837,0.158,0.0025,0.435,0.056
0.6400,0.432,-7.847,-0.008,0.0025,0.432,0.055
0.6500,0.440,-7.855,0.192,0.0029,0.440,0.056
0.6600,0.443,-7.849,-0.007,0.0030,0.443,0.056
0.6700,0.442,-7.833,0.203,0.0030,0.442,0.056
0.6800,0.435,-7.840,0.168,0.0030,0.435,0.055
0.6900,0.437,-7.849,-0.007,0.0030,0.437,0.056
0.7000,0.434,-7.856,0.187,0.0030,0.434,0.055
0.7100,0.439,-7.852,-0.007,0.0030,0.439,0.056
0.7200,0.447,-7.835,0.208,0.0030,0.447,0.057
0.7300,0.432,-7.842,0.162,0.0030,0.432,0.055
0.7400,0.432,-7.851,-0.007,0.0030,0.432,0.055
0.7500,0.438,-7.859,0.161,0.0030,0.438,0.056
0.7600,0.442,-7.853,-0.008,0.0030,0.442,0.056
0.7700,0.440,-7.838,0.211,0.0032,0.440,0.056
0.7800,0.435,-7.844,0.165,0.0035,0.435,0.055
0.7900,0.435,-7.853,-0.008,0.0035,0.435,0.055
0.8000,0.433,-7.860,0.179,0.0035,0.433,0.055
0.8100,0.441,-7.855,-0.007,0.0035,0.441,0.056
0.8200,0.445,-7.838,0.210,0.0035,0.445,0.057
0.8300,0.433,-7.847,0.160,0.0035,0.433,0.055
0.8400,0.433,-7.854,-0.007,0.0035,0.433,0.055
0.8500,0.436,-7.862,0.176,0.0035,0.436,0.056
0.8600,0.441,-7.857,-0.008,0.0035,0.441,0.056
0.8700,0.442,-7.841,0.221,0.0035,0.442,0.056
0.8800,0.433,-7.847,0.165,0.0035,0.433,0.055
0.8900,0.433,-7.857,-0.007,0.0035,0.433,0.055
0.9000,0.434,-7.864,0.183,0.0039,0.434,0.055
0.9100,0.440,-7.859,-0.008,0.0040,0.440,0.056
0.9200,0.441,-7.842,0.213,0.0040,0.441,0.056
0.9300,0.433,-7.849,0.163,0.0040,0.433,0.055
0.9400,0.434,-7.857,-0.008,0.0040,0.434,0.055
0.9500,0.435,-7.866,0.174,0.0040,0.435,0.055
0.9600,0.441,-7.860,-0.008,0.0040,0.441,0.056
0.9700,0.444,-7.843,0.209,0.0040,0.444,0.057
0.9800,0.431,-7.850,0.175,0.0040,0.431,0.055
0.9900,0.432,-7.859,-0.007,0.0040,0.432,0.055
1.0000,0.436,-7.866,0.174,0.0040,0.436,0.055
1.0100,0.439,-7.862,-0.008,0.0040,0.439,0.056
1.0200,0.441,-7.845,0.205,0.0040,0.441,0.056
1.0300,0.434,-7.851,0.165,0.0040,0.434,0.055
1.0400,0.434,-7.860,-0.007,0.0040,0.434,0.055
1.0500,0.434,-7.869,0.158,0.0040,0.434,0.055
1.0600,0.444,-7.864,-0.007,0.0040,0.444,0.056
1.0700,0.444,-7.846,0.207,0.0042,0.444,0.057
1.0800,0.429,-7.853,0.171,0.0045,0.429,0.055
1.0900,0.434,-7.861,-0.007,0.0045,0.434,0.055
1.1000,0.440,-7.869,0.150,0.0045,0.440,0.056
1.1100,0.441,-7.865,-0.007,0.0045,0.441,0.056
1.1200,0.443,-7.848,0.217,0.0045,0.443,0.056
1.1300,0.437,-7.853,0.183,0.0045,0.437,0.056
1.1400,0.432,-7.862,-0.008,0.0045,0.432,0.055
1.1500,0.432,-7.870,0.171,0.0045,0.432,0.055
1.1600,0.441,-7.865,-0.008,0.0045,0.441,0.056
1.1700,0.443,-7.848,0.222,0.0045,0.443,0.056
1.1800,0.430,-7.856,0.182,0.0045,0.430,0.055
1.1900,0.432,-7.863,-0.007,0.0045,0.432,0.055
1.2000,0.435,-7.871,0.153,0.0045,0.435,0.055
1.2100,0.440,-7.868,-0.007,0.0045,0.440,0.056
1.2200,0.444,-7.850,0.196,0.0045,0.444,0.057
1.2300,0.436,-7.856,0.172,0.0045,0.436,0.055
1.2400,0.434,-7.866,-0.007,0.0045,0.434,0.055
1.2500,0.436,-7.873,0.168,0.0045,0.436,0.055
1.2600,0.442,-7.869,-0.008,0.0045,0.442,0.056
1.2700,0.443,-7.852,0.213,0.0047,0.443,0.056
1.2800,0.434,-7.858,0.185,0.0050,0.434,0.055
1.2900,0.432,-7.866,-0.008,0.0050,0.432,0.055
1.3000,0.434,-7.874,0.172,0.0050,0.434,0.055
1.3100,0.442,-7.870,-0.007,0.0050,0.442,0.056
1.3200,0.443,-7.852,0.205,0.0050,0.443,0.056
1.3300,0.431,-7.858,0.183,0.0050,0.431,0.055
1.3400,0.433,-7.867,-0.007,0.0050,0.433,0.055
1.3500,0.436,-7.875,0.161,0.0050,0.436,0.055
1.3600,0.438,-7.871,-0.007,0.0050,0.438,0.056
1.3700,0.442,-7.854,0.204,0.0050,0.442,0.056
1.3800,0.436,-7.859,0.184,0.0050,0.436,0.055
1.3900,0.430,-7.868,-0.008,0.0050,0.430,0.055
1.4000,0.433,-7.876,0.152,0.0050,0.433,0.055
1.4100,0.444,-7.872,-0.007,0.0050,0.444,0.056
1.4200,0.444,-7.855,0.212,0.0050,0.444,0.056
1.4300,0.430,-7.861,0.185,0.0050,0.430,0.055
1.4400,0.435,-7.870,-0.007,0.0050,0.435,0.055
1.4500,0.437,-7.877,0.146,0.0054,0.437,0.055
1.4600,0.439,-7.875,-0.008,0.0055,0.439,0.056
1.4700,0.446,-7.856,0.210,0.0055,0.446,0.057
1.4800,0.436,-7.862,0.185,0.0055,0.436,0.055
1.4900,0.433,-7.872,-0.007,0.0055,0.433,0.055
1.5000,0.435,-7.878,0.154,0.0055,0.435,0.055
1.5100,0.445,-7.875,-0.008,0.0055,0.445,0.057
1.5200,0.446,-7.858,0.205,0.0055,0.446,0.057
1.5300,0.434,-7.863,0.186,0.0055,0.434,0.055
1.5400,0.436,-7.872,-0.007,0.0055,0.436,0.055
1.5500,0.436,-7.879,0.167,0.0055,0.436,0.055
1.5600,0.441,-7.877,-0.008,0.0055,0.441,0.056
1.5700,0.446,-7.859,0.207,0.0055,0.446,0.057
1.5800,0.437,-7.864,0.169,0.0055,0.437,0.056
1.5900,0.435,-7.872,-0.008,0.0055,0.435,0.055
1.6000,0.438,-7.881,0.170,0.0055,0.438,0.056
1.6100,0.442,-7.879,-0.007,0.0055,0.442,0.056
1.6200,0.445,-7.859,0.213,0.0055,0.445,0.057
1.6300,0.435,-7.865,0.193,0.0055,0.435,0.055
1.6400,0.432,-7.874,-0.008,0.0055,0.432,0.055
1.6500,0.436,-7.882,0.158,0.0059,0.436,0.055
1.6600,0.442,-7.880,-0.007,0.0060,0.442,0.056
1.6700,0.443,-7.860,0.208,0.0060,0.443,0.056
1.6800,0.432,-7.866,0.199,0.0060,0.432,0.055
1.6900,0.434,-7.876,-0.008,0.0060,0.434,0.055
1.7000,0.436,-7.883,0.148,0.0060,0.436,0.055
1.7100,0.437,-7.881,-0.007,0.0060,0.437,0.055
1.7200,0.446,-7.862,0.212,0.0060,0.446,0.057
1.7300,0.434,-7.868,0.195,0.0060,0.434,0.055
1.7400,0.431,-7.877,-0.008,0.0060,0.431,0.055
1.7500,0.434,-7.884,0.154,0.0060,0.434,0.055
1.7600,0.443,-7.882,-0.008,0.0060,0.443,0.056
1.7700,0.443,-7.864,0.194,0.0060,0.443,0.056
1.7800,0.433,-7.869,0.186,0.0060,0.433,0.055
