Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:51
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:33:46
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\preload_006.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:33:46
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0
Set Force    = -8
Duration     = 5.08
Data Count   = 509
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
sec,N,N,mm,mm,N,

0.0000,0.508,-7.829,-0.007,0.0005,0.508,0.065
0.0100,0.521,-7.819,0.160,0.0005,0.521,0.067
0.0200,0.512,-7.806,0.158,0.0007,0.512,0.066
0.0300,0.507,-7.811,-0.006,0.0010,0.507,0.065
0.0400,0.509,-7.820,0.214,0.0010,0.509,0.065
0.0500,0.506,-7.831,-0.007,0.0010,0.506,0.065
0.0600,0.517,-7.822,0.155,0.0010,0.517,0.066
0.0700,0.516,-7.810,0.160,0.0010,0.516,0.066
0.0800,0.510,-7.814,-0.005,0.0010,0.510,0.065
0.0900,0.506,-7.823,0.216,0.0010,0.506,0.065
0.1000,0.507,-7.833,-0.007,0.0010,0.507,0.065
0.1100,0.519,-7.826,0.151,0.0010,0.519,0.066
0.1200,0.516,-7.813,0.149,0.0012,0.516,0.066
0.1300,0.512,-7.816,-0.005,0.0015,0.512,0.066
0.1400,0.510,-7.826,0.209,0.0015,0.510,0.065
0.1500,0.510,-7.836,-0.008,0.0015,0.510,0.065
0.1600,0.521,-7.828,0.172,0.0015,0.521,0.066
0.1700,0.517,-7.815,0.158,0.0015,0.517,0.066
0.1800,0.511,-7.818,-0.005,0.0015,0.511,0.065
0.1900,0.510,-7.827,0.204,0.0015,0.510,0.065
0.2000,0.508,-7.838,-0.008,0.0015,0.508,0.065
0.2100,0.518,-7.831,0.177,0.0015,0.518,0.066
0.2200,0.517,-7.817,0.156,0.0016,0.517,0.066
0.2300,0.509,-7.821,-0.005,0.0020,0.509,0.065
0.2400,0.507,-7.830,0.205,0.0020,0.507,0.065
0.2500,0.510,-7.840,-0.007,0.0020,0.510,0.065
0.2600,0.519,-7.834,0.179,0.0020,0.519,0.066
0.2700,0.513,-7.820,0.140,0.0020,0.513,0.066
0.2800,0.511,-7.822,-0.004,0.0020,0.511,0.065
0.2900,0.511,-7.831,0.206,0.0020,0.511,0.065
0.3000,0.505,-7.843,-0.007,0.0020,0.505,0.064
0.3100,0.517,-7.837,0.194,0.0020,0.517,0.066
0.3200,0.519,-7.823,0.131,0.0022,0.519,0.066
0.3300,0.509,-7.825,-0.004,0.0025,0.509,0.065
0.3400,0.507,-7.835,0.196,0.0025,0.507,0.065
0.3500,0.511,-7.844,-0.007,0.0025,0.511,0.065
0.3600,0.519,-7.840,0.194,0.0025,0.519,0.066
0.3700,0.514,-7.826,0.138,0.0025,0.514,0.066
0.3800,0.513,-7.827,-0.004,0.0025,0.513,0.066
0.3900,0.510,-7.837,0.188,0.0025,0.510,0.065
0.4000,0.507,-7.847,-0.008,0.0025,0.507,0.065
0.4100,0.519,-7.843,0.199,0.0025,0.519,0.066
0.4200,0.520,-7.828,0.150,0.0027,0.520,0.066
0.4300,0.511,-7.829,-0.003,0.0030,0.511,0.065
0.4400,0.507,-7.839,0.191,0.0030,0.507,0.065
0.4500,0.511,-7.849,-0.007,0.0030,0.511,0.065
0.4600,0.517,-7.846,0.200,0.0030,0.517,0.066
0.4700,0.515,-7.830,0.151,0.0030,0.515,0.066
0.4800,0.512,-7.832,-0.003,0.0030,0.512,0.065
0.4900,0.509,-7.842,0.167,0.0030,0.509,0.065
0.5000,0.509,-7.851,-0.007,0.0030,0.509,0.065
0.5100,0.518,-7.848,0.195,0.0030,0.518,0.066
0.5200,0.519,-7.833,0.161,0.0032,0.519,0.066
0.5300,0.511,-7.835,-0.002,0.0035,0.511,0.065
0.5400,0.509,-7.843,0.159,0.0035,0.509,0.065
0.5500,0.510,-7.853,-0.007,0.0035,0.510,0.065
0.5600,0.517,-7.850,0.200,0.0035,0.517,0.066
0.5700,0.518,-7.835,0.160,0.0035,0.518,0.066
0.5800,0.509,-7.836,-0.002,0.0035,0.509,0.065
0.5900,0.509,-7.845,0.159,0.0035,0.509,0.065
0.6000,0.509,-7.855,-0.008,0.0035,0.509,0.065
0.6100,0.516,-7.852,0.206,0.0035,0.516,0.066
0.6200,0.516,-7.837,0.152,0.0037,0.516,0.066
0.6300,0.513,-7.837,-0.001,0.0040,0.513,0.065
0.6400,0.507,-7.847,0.166,0.0040,0.507,0.065
0.6500,0.505,-7.856,-0.008,0.0040,0.505,0.064
0.6600,0.519,-7.856,0.210,0.0040,0.519,0.066
0.6700,0.517,-7.840,0.166,0.0040,0.517,0.066
0.6800,0.508,-7.840,0.000,0.0040,0.508,0.065
0.6900,0.507,-7.849,0.156,0.0040,0.507,0.065
0.7000,0.510,-7.858,-0.007,0.0040,0.510,0.065
0.7100,0.514,-7.858,0.208,0.0040,0.514,0.065
0.7200,0.515,-7.841,0.171,0.0040,0.515,0.066
0.7300,0.515,-7.841,0.002,0.0040,0.515,0.066
0.7400,0.505,-7.851,0.161,0.0040,0.505,0.064
0.7500,0.506,-7.861,-0.008,0.0040,0.506,0.064
0.7600,0.518,-7.859,0.181,0.0040,0.518,0.066
0.7700,0.518,-7.843,0.172,0.0042,0.518,0.066
0.7800,0.511,-7.843,0.002,0.0045,0.511,0.065
0.7900,0.510,-7.852,0.151,0.0045,0.510,0.065
0.8000,0.511,-7.861,-0.008,0.0045,0.511,0.065
0.8100,0.514,-7.862,0.191,0.0045,0.514,0.065
0.8200,0.519,-7.845,0.191,0.0045,0.519,0.066
0.8300,0.514,-7.844,0.004,0.0045,0.514,0.066
0.8400,0.508,-7.854,0.147,0.0045,0.508,0.065
0.8500,0.507,-7.863,-0.008,0.0045,0.507,0.065
0.8600,0.517,-7.863,0.180,0.0045,0.517,0.066
0.8700,0.520,-7.847,0.178,0.0045,0.520,0.066
0.8800,0.514,-7.845,0.004,0.0045,0.514,0.065
0.8900,0.513,-7.855,0.136,0.0045,0.513,0.065
0.9000,0.511,-7.864,-0.008,0.0045,0.511,0.065
0.9100,0.520,-7.865,0.180,0.0045,0.520,0.066
0.9200,0.522,-7.849,0.195,0.0047,0.522,0.066
0.9300,0.516,-7.847,0.006,0.0050,0.516,0.066
0.9400,0.512,-7.855,0.148,0.0050,0.512,0.065
0.9500,0.512,-7.866,-0.007,0.0050,0.512,0.065
0.9600,0.518,-7.866,0.184,0.0050,0.518,0.066
0.9700,0.521,-7.850,0.197,0.0050,0.521,0.066
0.9800,0.517,-7.847,0.008,0.0050,0.517,0.066
0.9900,0.507,-7.857,0.161,0.0050,0.507,0.065
1.0000,0.510,-7.867,-0.007,0.0050,0.510,0.065
1.0100,0.519,-7.868,0.186,0.0050,0.519,0.066
1.0200,0.518,-7.853,0.176,0.0050,0.518,0.066
1.0300,0.513,-7.850,0.008,0.0050,0.513,0.065
1.0400,0.513,-7.859,0.151,0.0050,0.513,0.065
1.0500,0.512,-7.869,-0.008,0.0054,0.512,0.065
1.0600,0.514,-7.868,0.180,0.0055,0.514,0.065
1.0700,0.524,-7.854,0.191,0.0055,0.524,0.067
1.0800,0.513,-7.851,0.011,0.0055,0.513,0.065
1.0900,0.504,-7.860,0.147,0.0055,0.504,0.064
1.1000,0.512,-7.871,-0.007,0.0055,0.512,0.065
1.1100,0.522,-7.873,0.133,0.0055,0.522,0.066
1.1200,0.522,-7.857,0.183,0.0055,0.522,0.066
1.1300,0.516,-7.854,0.012,0.0055,0.516,0.066
1.1400,0.514,-7.861,0.180,0.0055,0.514,0.065
1.1500,0.511,-7.872,-0.007,0.0055,0.511,0.065
1.1600,0.516,-7.874,0.168,0.0055,0.516,0.066
1.1700,0.523,-7.859,0.195,0.0057,0.523,0.066
1.1800,0.513,-7.854,0.015,0.0060,0.513,0.065
1.1900,0.507,-7.864,0.176,0.0060,0.507,0.064
1.2000,0.509,-7.874,-0.008,0.0060,0.509,0.065
1.2100,0.517,-7.876,0.150,0.0060,0.517,0.066
1.2200,0.518,-7.861,0.178,0.0060,0.518,0.066
1.2300,0.514,-7.856,0.016,0.0060,0.514,0.065
1.2400,0.511,-7.866,0.167,0.0060,0.511,0.065
1.2500,0.508,-7.875,-0.008,0.0060,0.508,0.065
1.2600,0.516,-7.878,0.157,0.0060,0.516,0.066
1.2700,0.519,-7.863,0.184,0.0060,0.519,0.066
1.2800,0.515,-7.858,0.019,0.0060,0.515,0.065
1.2900,0.509,-7.867,0.172,0.0060,0.509,0.065
1.3000,0.511,-7.877,-0.007,0.0064,0.511,0.065
1.3100,0.516,-7.879,0.150,0.0065,0.516,0.065
1.3200,0.521,-7.866,0.160,0.0065,0.521,0.066
1.3300,0.515,-7.859,0.022,0.0065,0.515,0.066
1.3400,0.508,-7.869,0.195,0.0065,0.508,0.065
1.3500,0.511,-7.878,-0.008,0.0065,0.511,0.065
1.3600,0.514,-7.882,0.150,0.0065,0.514,0.065
1.3700,0.518,-7.868,0.150,0.0065,0.518,0.066
1.3800,0.517,-7.861,0.025,0.0065,0.517,0.066
1.3900,0.512,-7.871,0.198,0.0065,0.512,0.065
1.4000,0.509,-7.880,-0.008,0.0065,0.509,0.065
1.4100,0.515,-7.884,0.147,0.0065,0.515,0.065
1.4200,0.524,-7.870,0.142,0.0067,0.524,0.067
1.4300,0.512,-7.863,0.028,0.0070,0.512,0.065
1.4400,0.508,-7.873,0.209,0.0070,0.508,0.065
1.4500,0.513,-7.882,-0.008,0.0070,0.513,0.065
1.4600,0.516,-7.887,0.139,0.0070,0.516,0.065
1.4700,0.519,-7.873,0.137,0.0070,0.519,0.066
1.4800,0.517,-7.864,0.032,0.0070,0.517,0.066
1.4900,0.512,-7.874,0.222,0.0070,0.512,0.065
1.5000,0.506,-7.884,-0.008,0.0070,0.506,0.064
1.5100,0.516,-7.887,0.147,0.0070,0.516,0.065
1.5200,0.522,-7.874,0.132,0.0070,0.522,0.066
1.5300,0.514,-7.867,0.036,0.0070,0.514,0.065
1.5400,0.511,-7.876,0.206,0.0070,0.511,0.065
1.5500,0.513,-7.885,-0.008,0.0070,0.513,0.065
1.5600,0.516,-7.890,0.152,0.0070,0.516,0.065
1.5700,0.519,-7.877,0.132,0.0072,0.519,0.066
1.5800,0.519,-7.867,0.045,0.0075,0.519,0.066
1.5900,0.509,-7.878,0.196,0.0075,0.509,0.065
1.6000,0.509,-7.887,-0.007,0.0075,0.509,0.065
1.6100,0.516,-7.891,0.154,0.0075,0.516,0.065
1.6200,0.521,-7.878,0.116,0.0075,0.521,0.066
1.6300,0.517,-7.869,0.048,0.0075,0.517,0.066
1.6400,0.511,-7.878,0.198,0.0075,0.511,0.065
1.6500,0.513,-7.888,-0.008,0.0075,0.513,0.065
1.6600,0.516,-7.892,0.160,0.0075,0.516,0.065
1.6700,0.523,-7.881,0.093,0.0075,0.523,0.066
1.6800,0.519,-7.871,0.057,0.0075,0.519,0.066
1.6900,0.512,-7.881,0.204,0.0075,0.512,0.065
1.7000,0.514,-7.889,-0.007,0.0075,0.514,0.065
1.7100,0.514,-7.894,0.176,0.0075,0.514,0.065
1.7200,0.522,-7.882,0.079,0.0077,0.522,0.066
1.7300,0.519,-7.872,0.065,0.0080,0.519,0.066
1.7400,0.510,-7.881,0.212,0.0080,0.510,0.065
1.7500,0.507,-7.890,-0.007,0.0080,0.507,0.064
1.7600,0.517,-7.896,0.177,0.0080,0.517,0.065
1.7700,0.521,-7.884,0.065,0.0080,0.521,0.066
1.7800,0.516,-7.873,0.067,0.0080,0.516,0.066
1.7900,0.515,-7.882,0.203,0.0080,0.515,0.065
