Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:50
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:34:10
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\cond_006.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:34:10
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 2
Set Force    = -8
Duration     = 32.07
Data Count   = 32074
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
0.1760,0.313,-7.976,-0.008,0.0005,0.313,0.039
0.1770,0.301,-8.008,-0.009,0.0010,0.301,0.038
0.1780,0.299,-8.041,-0.005,0.0010,0.299,0.037
0.1790,0.292,-8.074,-0.007,0.0010,0.292,0.036
0.1800,0.292,-8.093,-0.009,0.0010,0.292,0.036
0.1810,0.334,-8.038,-0.009,0.0010,0.334,0.042
0.1820,0.340,-7.969,1.027,0.0010,0.340,0.043
0.1830,0.301,-7.937,0.578,0.0010,0.301,0.038
0.1840,0.262,-7.958,0.016,0.0010,0.262,0.033
0.1850,0.245,-7.995,-0.007,0.0010,0.245,0.031
0.1860,0.236,-8.026,-0.009,0.0010,0.236,0.029
0.1870,0.233,-8.057,-0.004,0.0010,0.233,0.029
0.1880,0.226,-8.087,-0.006,0.0010,0.226,0.028
0.1890,0.250,-8.062,-0.009,0.0010,0.250,0.031
0.1900,0.268,-7.990,-0.009,0.0010,0.268,0.034
0.1910,0.241,-7.944,-0.005,0.0010,0.241,0.030
0.1920,0.194,-7.956,-0.006,0.0010,0.194,0.024
0.1930,0.168,-7.984,-0.009,0.0010,0.168,0.021
0.1940,0.155,-8.019,-0.009,0.0010,0.155,0.019
0.1950,0.148,-8.049,-0.009,0.0010,0.148,0.018
0.1960,0.144,-8.081,-0.009,0.0010,0.144,0.018
0.1970,0.155,-8.085,-0.008,0.0010,0.155,0.019
0.1980,0.188,-8.013,-0.008,0.0010,0.188,0.024
0.1990,0.174,-7.947,1.865,0.0010,0.174,0.022
0.2000,0.124,-7.938,0.209,0.0010,0.124,0.016
0.2010,0.091,-7.971,-0.001,0.0010,0.091,0.011
0.2020,0.075,-8.003,-0.007,0.0010,0.075,0.009
0.2030,0.069,-8.035,-0.003,0.0010,0.069,0.009
0.2040,0.059,-8.063,-0.007,0.0010,0.059,0.007
0.2050,0.057,-8.088,-0.009,0.0010,0.057,0.007
0.2060,0.090,-8.039,-0.009,0.0010,0.090,0.011
0.2070,0.091,-7.973,-0.006,0.0010,0.091,0.011
0.2080,0.046,-7.940,-0.007,0.0010,0.046,0.006
0.2090,0.001,-7.959,-0.008,0.0010,0.001,0.000
0.2100,-0.022,-7.995,-0.008,0.0010,0.022,0.003
0.2110,-0.038,-8.027,-0.009,0.0010,0.038,0.005
0.2120,-0.047,-8.057,-0.006,0.0010,0.047,0.006
0.2130,-0.056,-8.090,-0.004,0.0010,0.056,0.007
0.2140,-0.038,-8.060,-0.007,0.0010,0.038,0.005
0.2150,-0.022,-7.988,0.121,0.0010,0.022,0.003
0.2160,-0.052,-7.937,1.649,0.0010,0.052,0.007
0.2170,-0.102,-7.948,0.066,0.0010,0.102,0.013
0.2180,-0.130,-7.979,-0.003,0.0010,0.130,0.016
0.2190,-0.147,-8.008,-0.006,0.0010,0.147,0.018
0.2200,-0.159,-8.041,-0.009,0.0010,0.159,0.020
0.2210,-0.170,-8.072,-0.008,0.0010,0.170,0.021
0.2220,-0.165,-8.080,-0.009,0.0010,0.165,0.020
0.2230,-0.138,-8.014,-0.005,0.0010,0.138,0.017
0.2240,-0.161,-7.951,-0.009,0.0010,0.161,0.020
0.2250,-0.215,-7.939,-0.009,0.0010,0.215,0.027
0.2260,-0.257,-7.970,-0.009,0.0010,0.257,0.032
0.2270,-0.280,-8.003,-0.007,0.0010,0.280,0.035
0.2280,-0.295,-8.035,-0.004,0.0010,0.295,0.037
0.2290,-0.311,-8.061,-0.007,0.0010,0.311,0.039
0.2300,-0.320,-8.089,-0.008,0.0010,0.320,0.040
0.2310,-0.289,-8.037,-0.009,0.0010,0.289,0.036
0.2320,-0.290,-7.964,0.855,0.0010,0.290,0.036
0.2330,-0.332,-7.929,0.694,0.0010,0.332,0.042
0.2340,-0.385,-7.952,0.018,0.0010,0.385,0.048
0.2350,-0.413,-7.984,-0.005,0.0010,0.413,0.052
0.2360,-0.433,-8.017,-0.007,0.0010,0.433,0.054
0.2370,-0.450,-8.049,-0.007,0.0010,0.450,0.056
0.2380,-0.464,-8.078,-0.005,0.0010,0.464,0.057
0.2390,-0.453,-8.054,-0.008,0.0010,0.453,0.056
0.2400,-0.444,-7.986,-0.009,0.0010,0.444,0.056
0.2410,-0.481,-7.935,-0.011,0.0010,0.481,0.061
0.2420,-0.533,-7.946,-0.005,0.0010,0.533,0.067
0.2430,-0.575,-7.977,-0.007,0.0010,0.575,0.072
0.2440,-0.600,-8.004,-0.007,0.0010,0.600,0.075
0.2450,-0.622,-8.039,-0.008,0.0010,0.622,0.077
0.2460,-0.641,-8.070,-0.009,0.0010,0.641,0.079
0.2470,-0.643,-8.078,-0.005,0.0010,0.643,0.080
0.2480,-0.624,-8.008,-0.008,0.0010,0.624,0.078
0.2490,-0.646,-7.938,1.822,0.0010,0.646,0.081
0.2500,-0.700,-7.930,0.241,0.0010,0.700,0.088
0.2510,-0.743,-7.959,0.002,0.0010,0.743,0.093
0.2520,-0.766,-7.992,-0.004,0.0010,0.766,0.096
0.2530,-0.789,-8.020,-0.009,0.0010,0.789,0.098
0.2540,-0.809,-8.052,-0.009,0.0010,0.809,0.101
0.2550,-0.829,-8.078,-0.010,0.0010,0.829,0.103
0.2560,-0.813,-8.031,-0.005,0.0010,0.813,0.101
0.2570,-0.831,-7.959,-0.009,0.0010,0.831,0.104
0.2580,-0.886,-7.925,-0.008,0.0010,0.886,0.112
0.2590,-0.943,-7.950,-0.009,0.0010,0.943,0.119
0.2600,-0.974,-7.983,-0.006,0.0010,0.974,0.122
0.2610,-0.998,-8.013,-0.008,0.0010,0.998,0.125
0.2620,-1.021,-8.041,-0.008,0.0010,1.021,0.127
0.2630,-1.040,-8.073,-0.009,0.0010,1.040,0.129
0.2640,-1.035,-8.053,-0.008,0.0010,1.035,0.129
0.2650,-1.034,-7.979,0.017,0.0010,1.034,0.130
0.2660,-1.082,-7.922,1.619,0.0010,1.082,0.137
0.2670,-1.149,-7.932,0.069,0.0010,1.149,0.145
0.2680,-1.193,-7.963,-0.006,0.0010,1.193,0.150
0.2690,-1.218,-7.997,-0.007,0.0010,1.218,0.152
0.2700,-1.244,-8.027,-0.007,0.0010,1.244,0.155
0.2710,-1.271,-8.053,-0.008,0.0010,1.271,0.158
0.2720,-1.287,-8.066,-0.009,0.0010,1.287,0.160
0.2730,-1.282,-8.000,-0.008,0.0010,1.282,0.160
0.2740,-1.319,-7.938,-0.008,0.0010,1.319,0.166
0.2750,-1.386,-7.926,-0.003,0.0010,1.386,0.175
0.2760,-1.442,-7.955,-0.008,0.0010,1.442,0.181
0.2770,-1.474,-7.983,-0.010,0.0015,1.474,0.185
0.2780,-1.494,-8.015,-0.009,0.0015,1.494,0.186
0.2790,-1.514,-8.047,-0.009,0.0015,1.514,0.188
0.2800,-1.537,-8.073,-0.005,0.0015,1.537,0.190
0.2810,-1.530,-8.019,-0.008,0.0015,1.530,0.191
0.2820,-1.552,-7.948,0.618,0.0015,1.552,0.195
0.2830,-1.612,-7.911,0.695,0.0015,1.612,0.204
0.2840,-1.678,-7.935,0.019,0.0015,1.678,0.211
0.2850,-1.719,-7.966,-0.005,0.0015,1.719,0.216
0.2860,-1.749,-7.990,-0.009,0.0015,1.749,0.219
0.2870,-1.729,-8.009,-0.008,0.0015,1.729,0.216
0.2880,-1.541,-8.025,-0.010,0.0015,1.541,0.192
0.2890,-1.254,-8.011,-0.005,0.0015,1.254,0.157
0.2900,-1.075,-7.917,-0.009,0.0015,1.075,0.136
0.2910,-0.963,-7.847,-0.007,0.0015,0.963,0.123
0.2920,-0.920,-7.869,-0.008,0.0015,0.920,0.117
0.2930,-0.946,-7.883,-0.009,0.0015,0.946,0.120
0.2940,-0.944,-7.901,-0.005,0.0015,0.944,0.119
0.2950,-0.979,-7.944,-0.006,0.0015,0.979,0.123
0.2960,-1.041,-7.969,-0.009,0.0015,1.041,0.131
0.2970,-1.040,-7.972,-0.009,0.0015,1.040,0.131
0.2980,-1.019,-7.923,-0.008,0.0015,1.019,0.129
0.2990,-1.021,-7.847,1.466,0.0015,1.021,0.130
0.3000,-1.046,-7.812,0.236,0.0015,1.046,0.134
0.3010,-1.095,-7.857,0.000,0.0015,1.095,0.139
0.3020,-1.114,-7.880,-0.008,0.0015,1.114,0.141
0.3030,-1.126,-7.904,-0.008,0.0015,1.126,0.142
0.3040,-1.152,-7.953,-0.004,0.0015,1.152,0.145
0.3050,-1.160,-7.971,-0.008,0.0015,1.160,0.146
0.3060,-1.138,-7.911,-0.009,0.0015,1.138,0.144
0.3070,-1.143,-7.855,-0.009,0.0015,1.143,0.145
0.3080,-1.172,-7.809,-0.010,0.0015,1.172,0.150
0.3090,-1.209,-7.825,-0.006,0.0015,1.209,0.154
0.3100,-1.218,-7.872,-0.006,0.0015,1.218,0.155
0.3110,-1.203,-7.890,-0.007,0.0015,1.203,0.152
0.3120,-1.194,-7.918,-0.008,0.0015,1.194,0.151
0.3130,-1.186,-7.958,-0.008,0.0015,1.186,0.149
0.3140,-1.159,-7.928,-0.010,0.0015,1.159,0.146
0.3150,-1.131,-7.851,-0.004,0.0015,1.131,0.144
0.3160,-1.154,-7.810,1.652,0.0015,1.154,0.148
0.3170,-1.196,-7.807,0.078,0.0015,1.196,0.153
0.3180,-1.218,-7.829,-0.005,0.0015,1.218,0.156
0.3190,-1.226,-7.869,-0.009,0.0015,1.226,0.156
0.3200,-1.231,-7.891,-0.009,0.0015,1.231,0.156
0.3210,-1.235,-7.919,-0.006,0.0015,1.235,0.156
0.3220,-1.229,-7.941,-0.004,0.0015,1.229,0.155
0.3230,-1.195,-7.868,-0.007,0.0015,1.195,0.152
0.3240,-1.199,-7.803,-0.009,0.0015,1.199,0.154
0.3250,-1.229,-7.793,-0.010,0.0015,1.229,0.158
0.3260,-1.249,-7.815,-0.006,0.0015,1.249,0.160
0.3270,-1.256,-7.844,-0.006,0.0020,1.256,0.160
0.3280,-1.256,-7.880,-0.009,0.0020,1.256,0.159
0.3290,-1.255,-7.908,-0.009,0.0020,1.255,0.159
0.3300,-1.250,-7.933,-0.010,0.0020,1.250,0.158
0.3310,-1.206,-7.889,-0.006,0.0020,1.206,0.153
0.3320,-1.189,-7.810,0.380,0.0020,1.189,0.152
0.3330,-1.216,-7.764,0.713,0.0020,1.216,0.157
0.3340,-1.250,-7.796,0.019,0.0020,1.250,0.160
0.3350,-1.262,-7.825,-0.006,0.0020,1.262,0.161
0.3360,-1.265,-7.854,-0.005,0.0020,1.265,0.161
0.3370,-1.267,-7.886,-0.007,0.0020,1.267,0.161
0.3380,-1.263,-7.908,-0.009,0.0020,1.263,0.160
0.3390,-1.236,-7.896,-0.009,0.0020,1.236,0.156
0.3400,-1.205,-7.832,-0.010,0.0020,1.205,0.154
0.3410,-1.214,-7.776,-0.006,0.0020,1.214,0.156
0.3420,-1.250,-7.779,-0.007,0.0020,1.250,0.161
0.3430,-1.266,-7.807,-0.007,0.0020,1.266,0.162
0.3440,-1.265,-7.838,-0.008,0.0020,1.265,0.161
0.3450,-1.262,-7.870,-0.009,0.0020,1.262,0.160
0.3460,-1.257,-7.904,-0.009,0.0020,1.257,0.159
0.3470,-1.236,-7.912,-0.002,0.0020,1.236,0.156
0.3480,-1.193,-7.841,-0.007,0.0020,1.193,0.152
0.3490,-1.189,-7.781,1.553,0.0020,1.189,0.153
0.3500,-1.220,-7.758,0.268,0.0020,1.220,0.157
0.3510,-1.244,-7.787,0.003,0.0020,1.244,0.160
0.3520,-1.255,-7.822,-0.008,0.0025,1.255,0.160
0.3530,-1.254,-7.847,-0.007,0.0025,1.254,0.160
0.3540,-1.251,-7.880,-0.007,0.0025,1.251,0.159
0.3550,-1.244,-7.910,-0.008,0.0025,1.244,0.157
0.3560,-1.199,-7.863,-0.003,0.0025,1.199,0.152
0.3570,-1.183,-7.795,-0.008,0.0025,1.183,0.152
0.3580,-1.203,-7.759,-0.007,0.0025,1.203,0.155
0.3590,-1.231,-7.777,-0.010,0.0025,1.231,0.158
0.3600,-1.239,-7.809,-0.007,0.0025,1.239,0.159
0.3610,-1.239,-7.842,-0.007,0.0025,1.239,0.158
0.3620,-1.235,-7.865,-0.006,0.0025,1.235,0.157
0.3630,-1.234,-7.899,-0.009,0.0025,1.234,0.156
0.3640,-1.203,-7.889,-0.010,0.0025,1.203,0.152
0.3650,-1.166,-7.813,-0.009,0.0025,1.166,0.149
0.3660,-1.171,-7.757,1.756,0.0025,1.171,0.151
0.3670,-1.208,-7.762,0.102,0.0025,1.208,0.156
0.3680,-1.227,-7.788,-0.004,0.0025,1.227,0.158
0.3690,-1.230,-7.820,-0.009,0.0025,1.230,0.157
0.3700,-1.226,-7.854,-0.009,0.0025,1.226,0.156
0.3710,-1.222,-7.884,-0.009,0.0025,1.222,0.155
0.3720,-1.204,-7.898,-0.007,0.0025,1.204,0.152
0.3730,-1.155,-7.838,-0.004,0.0025,1.155,0.147
0.3740,-1.149,-7.775,-0.007,0.0025,1.149,0.148
0.3750,-1.176,-7.752,-0.008,0.0025,1.176,0.152
0.3760,-1.200,-7.783,-0.009,0.0025,1.200,0.154
0.3770,-1.206,-7.813,-0.010,0.0030,1.206,0.154
0.3780,-1.206,-7.844,-0.010,0.0030,1.206,0.154
0.3790,-1.200,-7.878,-0.005,0.0030,1.200,0.152
0.3800,-1.194,-7.905,-0.007,0.0030,1.194,0.151
0.3810,-1.148,-7.857,-0.009,0.0030,1.148,0.146
0.3820,-1.122,-7.788,0.274,0.0030,1.122,0.144
0.3830,-1.135,-7.746,0.912,0.0030,1.135,0.147
0.3840,-1.163,-7.768,0.029,0.0030,1.163,0.150
0.3850,-1.175,-7.795,-0.005,0.0030,1.175,0.151
0.3860,-1.175,-7.829,-0.009,0.0030,1.175,0.150
0.3870,-1.167,-7.862,-0.008,0.0030,1.167,0.148
0.3880,-1.159,-7.896,-0.007,0.0030,1.159,0.147
0.3890,-1.129,-7.882,-0.009,0.0030,1.129,0.143
0.3900,-1.090,-7.815,-0.010,0.0030,1.090,0.140
0.3910,-1.090,-7.762,-0.004,0.0030,1.090,0.140
0.3920,-1.123,-7.761,-0.007,0.0030,1.123,0.145
0.3930,-1.139,-7.791,-0.009,0.0030,1.139,0.146
0.3940,-1.140,-7.824,-0.009,0.0030,1.140,0.146
0.3950,-1.135,-7.856,-0.009,0.0030,1.135,0.145
0.3960,-1.129,-7.890,-0.003,0.0030,1.129,0.143
0.3970,-1.115,-7.900,-0.008,0.0030,1.115,0.141
0.3980,-1.069,-7.835,-0.009,0.0030,1.069,0.136
0.3990,-1.061,-7.771,1.211,0.0030,1.061,0.137
0.4000,-1.089,-7.752,0.326,0.0030,1.089,0.140
0.4010,-1.114,-7.781,0.007,0.0030,1.114,0.143
0.4020,-1.122,-7.809,-0.006,0.0035,1.122,0.144
0.4030,-1.120,-7.844,-0.008,0.0035,1.120,0.143
0.4040,-1.113,-7.877,-0.009,0.0035,1.113,0.141
0.4050,-1.106,-7.908,-0.005,0.0035,1.106,0.140
0.4060,-1.068,-7.863,-0.008,0.0035,1.068,0.136
0.4070,-1.050,-7.799,-0.010,0.0035,1.050,0.135
0.4080,-1.071,-7.759,-0.009,0.0035,1.071,0.138
0.4090,-1.105,-7.779,-0.003,0.0035,1.105,0.142
0.4100,-1.124,-7.809,-0.006,0.0035,1.124,0.144
0.4110,-1.128,-7.842,-0.009,0.0035,1.128,0.144
