26.4	49.8
26.4	49.8
26.4	49.8
26.4	49.8
26.4	49.8
26.4	49.8
26.3	49.9
26.3	49.9
26.4	49.9
26.3	49.9
26.3	49.9
26.3	49.9
26.3	50.0
26.3	50.0
26.3	50.1
26.3	50.2
26.3	50.2
26.3	50.1
26.3	50.0
26.3	49.9
26.3	49.8
26.3	49.9
26.3	49.9
26.3	49.8
26.3	49.7
26.3	49.7
26.3	49.8
26.3	49.7
26.3	49.7
26.3	49.7
26.3	49.7
26.3	50.1
26.3	50.7
26.3	50.7
26.2	50.6
26.3	50.3
26.2	50.1
26.2	50.0
26.2	50.0
26.2	49.9
26.2	49.9
26.2	49.9
26.2	49.9
26.2	49.8
26.2	49.9
26.2	49.9
26.2	49.8
26.2	49.9
26.2	50.1
26.2	50.1
26.2	50.1
26.2	50.0
26.2	50.0
26.2	50.1
26.2	50.1
26.2	50.1
26.2	50.1
26.2	50.1
26.1	50.2
26.2	50.2
26.1	49.9
26.1	49.9
26.1	50.0
26.1	50.0
26.1	49.9
26.1	50.0
26.1	50.1
26.1	50.1
26.1	50.1
26.1	50.2
26.1	50.1
26.1	50.0
26.1	50.0
26.1	50.1
26.1	50.2
26.1	50.2
26.1	50.2
26.1	50.1
26.1	50.1
26.1	50.1
26.1	50.1
26.1	50.0
26.1	50.1
26.1	50.0
26.1	50.1
26.1	50.1
26.1	50.1
26.1	50.1
26.1	50.1
26.1	50.1
26.1	50.0
26.1	50.2
26.1	50.5
26.1	50.6
26.1	50.5
26.1	50.3
26.1	50.2
26.1	50.2
26.1	50.1
26.1	50.1
26.1	50.1
26.1	50.0
26.1	50.0
26.1	50.0
26.1	50.0
26.1	58.4
26.2	64.5
26.2	65.5
26.2	68.6
26.2	70.0
26.3	66.8
26.3	63.7
26.3	61.6
26.3	59.3
26.3	57.4
26.3	58.1
26.4	62.6
26.4	66.7
26.5	63.7
26.5	62.2
26.5	60.7
26.5	58.5
26.5	54.6
26.5	49.2
26.5	44.7
26.5	43.3
26.4	41.3
26.5	39.5
26.5	37.5
26.5	36.4
26.5	39.1
26.5	37.8
26.5	36.5
26.4	35.3
26.4	34.8
26.4	34.7
26.4	34.2
26.4	33.3
26.4	32.4
26.4	31.9
26.4	31.7
26.4	31.6
26.3	31.6
26.3	31.0
26.3	31.3
26.3	31.3
26.3	31.5
26.2	31.4
26.2	31.8
26.2	32.1
26.2	32.4
26.2	32.5
26.2	32.5
26.2	32.6
26.2	32.7
26.1	32.8
26.1	32.8
26.1	33.0
26.1	33.1
26.1	33.2
26.1	33.4
26.1	33.3
26.1	33.5
26.1	33.5
26.1	34.1
26.1	34.7
26.1	34.9
26.1	35.2
26.1	37.7
26.2	39.0
26.2	39.0
26.2	43.8
26.2	46.3
26.3	46.7
26.3	52.4
26.3	56.8
26.4	55.9
26.4	47.9
26.3	43.8
26.3	41.3
26.3	39.5
26.3	38.3
26.3	38.1
26.3	38.0
26.3	37.3
26.3	36.7
26.3	36.4
26.2	35.9
26.2	35.6
26.2	35.5
26.1	35.3
26.1	35.3
26.1	35.2
26.1	35.1
26.1	35.1
26.1	35.0
26.0	34.9
26.0	34.9
26.0	34.8
26.0	34.8
26.0	34.6
26.0	36.3
26.0	37.2
26.1	37.5
26.1	36.7
26.1	36.6
26.1	36.5
26.1	36.6
26.1	36.5
26.1	36.1
26.0	35.8
26.0	35.5
26.0	35.4
26.0	35.3
26.0	35.2
26.0	35.2
26.0	35.5
26.0	35.8
26.0	37.4
26.1	41.2
26.1	48.7
26.1	51.0
26.1	51.8
26.2	52.4
26.2	52.6
26.2	57.7
26.2	52.7
26.2	49.4
26.3	46.8
26.3	45.5
26.3	44.2
26.3	47.0
26.3	1001.8
26.4	58.5
26.4	54.4
26.4	50.7
26.4	47.0
26.4	44.5
26.4	42.9
26.4	41.5
26.4	41.4
26.4	41.3
26.4	40.3
26.4	41.7
26.5	42.6
26.5	41.5
26.5	40.5
26.5	40.2
26.4	39.7
26.5	39.1
26.4	38.7
26.4	38.4
26.4	38.4
26.4	38.3
26.4	38.2
26.4	38.2
26.4	38.2
26.4	37.8
26.4	37.9
26.4	37.9
26.4	37.9
26.4	38.0
26.3	38.1
26.3	38.1
26.3	38.2
26.3	38.2
26.3	38.2
26.3	38.1
26.3	38.1
26.3	38.0
26.3	38.5
26.3	40.1
26.3	40.7
26.3	41.6
26.3	42.1
26.4	41.3
26.3	40.7
26.3	40.3
26.4	40.2
26.3	40.4
26.4	39.6
26.3	39.3
26.3	39.2
26.3	38.9
26.3	38.8
26.3	38.6
26.3	38.4
26.3	38.4
26.3	38.4
26.3	40.1
26.3	41.4
26.3	42.8
26.3	42.6
26.3	42.1
26.4	41.7
26.4	40.8
26.4	40.2
26.3	39.6
26.3	39.2
26.3	39.0
26.3	38.7
26.3	38.7
26.3	38.7
