XLabel,Wavenumber
YLabel,%Transmittance
FileType,%Transmittance
DisplayDirection,20300
PeakDirection,20311
399.203040,0.000001
401.131557,0.000001
403.060075,0.000001
404.988592,0.000001
406.917109,0.000001
408.845626,0.000001
410.774143,0.000001
412.702660,0.000001
414.631177,63.870671
416.559694,47.462478
418.488211,47.462478
420.416728,47.462478
422.345246,47.462478
424.273763,47.462478
426.202280,47.462478
428.130797,47.462478
430.059314,47.462478
431.987831,47.462478
433.916348,47.462478
435.844865,47.462478
437.773382,47.462478
439.701900,47.462478
441.630417,47.462478
443.558934,47.462478
445.487451,47.462478
447.415968,47.462478
449.344485,47.462478
451.273002,47.462478
453.201519,47.462478
455.130036,47.462478
457.058553,47.462478
458.987071,47.462478
460.915588,75.301237
462.844105,97.200353
464.772622,118.386571
466.701139,118.386571
468.629656,118.386571
470.558173,118.386571
472.486690,118.386571
474.415207,118.386571
476.343724,118.386571
478.272242,118.386571
480.200759,118.386571
482.129276,118.386571
484.057793,118.386571
485.986310,118.386571
487.914827,13.138810
489.843344,28.996640
491.771861,54.524472
493.700378,83.078786
495.628896,83.078786
497.557413,83.078786
499.485930,83.078786
501.414447,83.078786
503.342964,83.078786
505.271481,83.078786
507.199998,112.518728
509.128515,90.329058
511.057032,93.174126
512.985549,100.826006
514.914067,100.507912
516.842584,90.797931
518.771101,84.103342
520.699618,80.792705
522.628135,72.795247
524.556652,65.106883
526.485169,63.739145
528.413686,66.486469
530.342203,68.501202
532.270720,67.938905
534.199238,64.968806
536.127755,61.000930
538.056272,59.018592
539.984789,59.591139
541.913306,60.130264
543.841823,59.276984
545.770340,57.863053
547.698857,56.551487
549.627374,54.830202
551.555892,51.930935
553.484409,48.230451
555.412926,45.546999
557.341443,44.985844
559.269960,45.546774
561.198477,45.780505
563.126994,45.730779
565.055511,46.674076
566.984028,49.393752
568.912545,53.177002
570.841063,56.491772
572.769580,58.869041
574.698097,61.071163
576.626614,63.504777
578.555131,66.019957
580.483648,68.494396
582.412165,70.521014
584.340682,71.880608
586.269199,72.999682
588.197716,73.930081
590.126234,74.133247
592.054751,73.470510
593.983268,72.362546
595.911785,71.237862
597.840302,70.376571
599.768819,69.894240
601.697336,69.641316
603.625853,69.408375
605.554370,69.265249
607.482888,69.526121
609.411405,70.239792
611.339922,70.907257
613.268439,71.050786
615.196956,70.685795
617.125473,70.228060
619.053990,70.205572
620.982507,70.640327
622.911024,71.123364
624.839541,71.591297
626.768059,72.410652
628.696576,73.837026
630.625093,75.557775
632.553610,76.973835
634.482127,77.820519
636.410644,78.090272
638.339161,77.887366
640.267678,77.732895
642.196195,78.198022
644.124712,79.306036
646.053230,80.678166
647.981747,81.979514
649.910264,83.111654
651.838781,84.020382
653.767298,84.611681
655.695815,84.900325
657.624332,84.961353
659.552849,84.854878
661.481366,84.696196
663.409883,84.580672
665.338401,84.488030
667.266918,84.123819
669.195435,83.019828
671.123952,81.423523
673.052469,79.929986
674.980986,79.081601
676.909503,79.182630
678.838020,79.593635
680.766537,79.236144
682.695055,77.672295
684.623572,75.432476
686.552089,73.761358
688.480606,73.618628
690.409123,74.625171
692.337640,75.528133
694.266157,75.522154
696.194674,74.616697
698.123191,73.066434
700.051708,70.795467
701.980226,67.296740
703.908743,61.908831
705.837260,54.536332
707.765777,46.581985
709.694294,40.840299
711.622811,39.882662
713.551328,44.344181
715.479845,52.695518
717.408362,62.474478
719.336879,71.510655
