Início,Material,Força Normal (N),Frequência (Hz),Distância (m),COF Médio (-),COF Desv. Pad. (-),COF Médio S (-),COF Desv. Pad. S (-),Local,COF Energético (-),Descrição,Umidade Média (%),Umidade Desv. Pad. (%),Temperatura Média (°C),Temperatura Desv. Pad. (°C),Ensaio,Largura Média (µm),Largura Desv. Pad. (µm)
2020-12-04 15:24:29,"PU + 1,3% GNP + 1,3%PAni",8.0,2.0,30.0,0.14224045472914806,0.0183046673182554,0.15674091663068918,0.041255999685607066,src_folder/CSV/GPP11/Umidade_FC_016.csv,0.1432894784965792,Umidade,49.92419265486987,3.03989177463943,27.36779732474723,0.3614396951993106,16,429.51456,5.707627967133107
2020-12-01 12:13:34,PU + 4% GNP,8.0,2.0,30.0,0.12230522786321185,0.029775919005221002,0.1484195932826924,0.044871916977470575,src_folder/PUEG4/Umidade/Umidade_FC_001.csv,0.13109448939207072,Umidade,46.17735246289797,0.18565102449229784,25.947471581027607,0.29407235794611225,1,483.0984,7.629638985745032
2020-12-01 12:47:53,PU + 4% GNP,5.17,3.0,30.0,0.18791142339195213,0.015147327383543881,0.1939890098690357,0.049488530908820216,src_folder/PUEG4/Umidade/Umidade_FC_002.csv,0.16548137843902685,Umidade,,,,,2,378.46224,5.517319926776044
2020-12-01 16:28:58,PU + 4% GNP,5.0,4.0,30.0,0.12956000353169694,0.017365023551558494,0.14086917631194518,0.046302988297687774,src_folder/PUEG4/Umidade/Umidade_FC_003.csv,0.13575590256686176,Umidade,42.8800176548981,0.6475492860955482,26.384296095795087,0.0731192862754855,3,367.91424,4.792090018520104
2020-12-01 16:50:01,PU + 4% GNP,2.5,2.0,30.0,0.2269120812503844,0.02876165684658082,0.22387438790233705,0.05401032765137273,src_folder/PUEG4/Umidade/Umidade_FC_004.csv,0.19231016478875398,Umidade,45.112703945080426,0.4153957025544636,26.91647856749274,0.2127706039680857,4,279.73296,1.2657600000000002
2020-12-01 17:31:14,PU + 4% GNP,5.17,3.0,30.0,0.1873554408260525,0.027816156772756027,0.20537384495175973,0.06140659108646785,src_folder/PUEG4/Umidade/Umidade_FC_005.csv,0.17924463420385287,Umidade,43.14636612275082,0.9123817090039066,27.235110916098428,0.10335352535148416,5,363.27312,0.0
2020-12-01 18:03:02,PU + 4% GNP,5.17,3.0,30.0,0.18092902807375152,0.020061742370233008,0.19420642684873804,0.051537063438462635,src_folder/PUEG4/Umidade/Umidade_FC_006.csv,0.1686438789661605,Umidade,38.61249579204085,0.6215347168749478,28.19891803981484,0.15728652033834736,6,357.36624,3.8669606744315375
2020-12-01 18:39:26,PU + 4% GNP,5.17,3.0,30.0,0.1945426048740453,0.016289953592523075,0.1881591758391086,0.049778091480617216,src_folder/PUEG4/Umidade/Umidade_FC_007.csv,0.1697297302338516,Umidade,37.48592896729101,0.7536378205741308,28.42937685766221,0.1594848198367014,7,357.78816,3.8669606744315375
2020-12-02 11:28:08,PU + 4% GNP,8.0,2.0,30.0,0.16299688399691034,0.024887273992296892,0.15515933947371408,0.046125887352019286,src_folder/PUEG4/Umidade/Umidade_FC_008.csv,0.1567120720324182,Umidade,47.65322652051334,3.0903757916924963,25.817139940259896,0.7370256163007327,8,430.78032,1.4615737534588888
2020-12-02 12:06:27,PU + 4% GNP,2.5,4.0,30.0,0.2427013420448525,0.019785059586625613,0.2258883919541521,0.0458870781786952,src_folder/PUEG4/Umidade/Umidade_FC_009.csv,0.19309417550360025,Umidade,46.80889171494808,1.3088764278262128,27.00491259674162,0.11953063102016526,9,260.32464,1.4615737534589546
2020-12-02 12:23:09,PU + 4% GNP,5.0,2.0,30.0,0.2305199275839947,0.02357450817246938,0.2333125078124112,0.0609464081575186,src_folder/PUEG4/Umidade/Umidade_FC_010.csv,0.1932782419763616,Umidade,44.764581322139584,5.658652272119727,27.86172524784749,0.3517728505780318,10,299.14128,1.9334803372157685
2020-12-02 16:10:51,PU + 4% GNP,5.0,2.0,30.0,0.20473468007553464,0.02484510364683485,0.20452786929946146,0.05815743691692325,src_folder/PUEG4/Umidade/Umidade_FC_011.csv,0.18086445790001304,Umidade,45.645319306054546,2.7700723219444967,27.7051768084827,0.15773659011740274,11,363.69504,4.445203031403628
2020-12-02 16:42:25,PU + 4% GNP,2.5,4.0,30.0,0.2390995868206378,0.018311278521563338,0.2289353237183807,0.04855575763917498,src_folder/PUEG4/Umidade/Umidade_FC_012.csv,0.19427287930802564,Umidade,47.860768583266704,3.954352333929901,28.063662296046328,0.09699324252121784,12,227.83679999999995,3.3488861794931166
2020-12-02 17:09:36,PU + 4% GNP,2.5,2.0,30.0,0.28421869695898155,0.018184005990177943,0.27127079205691645,0.0511209554428285,src_folder/PUEG4/Umidade/Umidade_FC_013.csv,0.2228776026106152,Umidade,47.488497206659495,4.2319417417069,28.62031165659716,0.25521022020873096,13,265.38768,5.981748387085504
2020-12-02 17:42:53,PU + 4% GNP,8.0,4.0,30.0,0.1687599152392725,0.0350201783917138,0.1983104184457728,0.07283147554866312,src_folder/PUEG4/Umidade/Umidade_FC_014.csv,0.1591800301632602,Umidade,45.94847280734617,0.9684656117690544,28.88447705424064,0.08511148872589022,14,465.79968,5.8004410116473375
2020-12-02 18:07:42,PU + 4% GNP,8.0,4.0,30.0,0.14652626560485935,0.029960941630353805,0.17421591572705628,0.07477256597987071,src_folder/PUEG4/Umidade/Umidade_FC_015.csv,0.14758486891708775,Umidade,48.19820855640096,0.19191830670908155,28.439256035012,0.058714352576963835,15,464.53392,7.594560000000001
2020-12-02 18:35:56,PU + 4% GNP,5.0,2.0,30.0,0.20086886728663386,0.03243759017903329,0.2318882955759049,0.08232091094058189,src_folder/PUEG4/Umidade/Umidade_FC_016.csv,0.19059871559770905,Umidade,,,,,16,374.24304,1.4615737534589217
2020-12-03 15:12:58,PU + 4% GNP,5.0,4.0,30.0,0.16394033197951613,0.024851715981139808,0.15508122009838055,0.04094605349881327,src_folder/PUEG4/Umidade/Umidade_FC_017.csv,0.15232433019011798,Umidade,48.95568249433925,0.1708852348293061,25.091814856189927,0.1390304564913292,17,354.4128,0.0
2020-12-04 16:39:50,PU + 4% PAni,5.17,3.0,30.0,0.1759675786013467,0.047532820969592084,0.26561360548838475,0.08525711717102133,src_folder/CSV/PP4/Umidade_FC_001.csv,0.17604555650368275,Umidade,47.791271394365864,1.003241564170834,26.03441284597261,0.13530449721531226,1,457.7832,18.44422688838976
2020-12-05 11:16:08,PU + 4% PAni,8.0,2.0,30.0,0.19070484674379992,0.04554365626591537,0.2373720304032176,0.07669680629706435,src_folder/CSV/PP4/Umidade_FC_002.csv,0.17723429165903115,Umidade,45.083892231073854,5.022572960904912,27.471987869304968,0.3829156857007551,2,555.66864,65.85602218600208
2020-12-05 11:52:00,PU + 4% PAni,5.0,4.0,30.0,0.18395451174289248,0.0381966356343212,0.23363085739970785,0.05503867432237474,src_folder/CSV/PP4/Umidade_FC_003.csv,0.19476213876888399,Umidade,42.159570286911546,0.5136010099006784,27.70453470381149,0.0974603254483307,3,534.15072,110.66536133033856
2020-12-05 12:07:59,PU + 4% PAni,2.5,2.0,30.0,0.27454665295684033,0.037735221778280655,0.2926896610516265,0.06773493713088369,src_folder/CSV/PP4/Umidade_FC_004.csv,0.24052001605986964,Umidade,41.36963423165528,1.047527065460239,27.847432999427987,0.08985690602146237,4,334.16064,89.9758620520682
2020-12-05 12:46:11,PU + 4% PAni,5.0,2.0,30.0,0.18501727393278355,0.05106288979795488,0.2828141836236181,0.07752098791442405,src_folder/CSV/PP4/Umidade_FC_005.csv,0.18500270037077365,Umidade,42.700529731862375,1.0974171186734227,27.926156925072885,0.09738538702008924,5,501.24096,175.85866521958138
2020-12-05 13:16:56,PU + 4% PAni,8.0,4.0,30.0,0.17680360233092002,0.043101354702416265,0.2314325605427505,0.07705978669842653,src_folder/CSV/PP4/Umidade_FC_006.csv,0.16643070303361873,Umidade,41.79279193518457,0.2249025751526144,28.012796408826546,0.07841092242942711,6,614.73744,72.22969726452412
2020-12-05 13:37:28,PU + 4% PAni,5.17,3.0,30.0,0.17163167163190995,0.038881434896045855,0.2405589504076087,0.09309736883110484,src_folder/CSV/PP4/Umidade_FC_007.csv,0.17448966588800585,Umidade,44.48773149377531,1.6858996093428942,27.97944219829332,0.23119045071377065,7,418.54463999999984,49.37004893443793
2020-12-05 13:58:02,PU + 4% PAni,2.5,4.0,30.0,0.2726738477838602,0.062328385159672435,0.25008312919972137,0.06387237665442806,src_folder/CSV/PP4/Umidade_FC_008.csv,0.23001020026910954,Umidade,43.518044783419434,0.23312605290100666,27.808064715801816,0.10083959624454612,8,366.64848,113.27196589306641
2020-11-19 12:26:33,PU Puro,2.5,4.0,30.0,0.3918685502383895,0.018417230971333427,0.3929658426966292,0.08189477173013633,src_folder/PU/Umidade/Umidade_FC_001.csv,0.3470909577286885,Umidade,39.961043892212686,3.5011244506459303,26.291420668153833,0.21602945794313186,1,271.29456,1.9334803372157685
2020-11-19 13:55:10,PU Puro,5.0,4.0,30.0,0.3322296839131203,0.013930649582163487,0.33903296999662885,0.07409619531240919,src_folder/PU/Umidade/Umidade_FC_002.csv,0.2975324228700537,Umidade,41.90495981191876,6.051024623679828,27.460851777555558,0.14837368627842948,2,343.44288,3.185426144929435
2020-11-19 14:18:49,PU Puro,2.5,4.0,30.0,0.4125847574323847,0.017157941786842167,0.3888922793456768,0.08136970732188276,src_folder/PU/Umidade/Umidade_FC_003.csv,0.3344465849430949,Umidade,37.183253223591954,0.938285280418396,27.954306209642,0.3987997722082618,3,258.63696,1.4615737534589217
2020-11-19 14:47:23,PU Puro,8.0,4.0,30.0,0.2872148331273177,0.009275418110946029,0.29109706708618943,0.08099733955699508,src_folder/PU/Umidade/Umidade_FC_004.csv,0.261241312771596,Umidade,46.029634271041616,4.437210764327494,27.00392560346458,0.538586555853552,4,409.68432,4.445203031403628
2020-11-19 15:35:15,PU Puro,5.0,2.0,30.0,0.3244525931323915,0.015586500550424818,0.33584454139541225,0.08006204944176255,src_folder/PU/Umidade/Umidade_FC_005.csv,0.3076009293780171,Umidade,36.900149345337866,2.12170145321819,27.4676071132754,0.6483012841319095,5,330.36336,2.1923606301883822
2020-11-19 16:07:05,PU Puro,5.17,3.0,30.0,0.3630541560712015,0.01424513895658305,0.3325978565483975,0.06929770985170104,src_folder/PU/Umidade/Umidade_FC_006.csv,0.31011264384911746,Umidade,39.94723179893376,5.151264634192774,27.826481254034647,0.522717567761802,6,325.72224,6.495375837994289
2020-11-19 16:33:10,PU Puro,5.17,3.0,30.0,0.33511505397708463,0.012770580412527882,0.3159830393256517,0.07730822575508822,src_folder/PU/Umidade/Umidade_FC_007.csv,0.30282245354012205,Umidade,35.8923587811465,0.4862779532166338,28.967066771985262,0.19935450539973854,7,337.95792,6.328800000000001
2020-11-19 16:53:28,PU Puro,5.17,3.0,30.0,0.30893232247052754,0.010044524202322413,0.3120320772027592,0.07858059400895122,src_folder/PU/Umidade/Umidade_FC_008.csv,0.29055814958395065,Umidade,38.31549753786546,3.6052295510785295,27.954442484909183,0.4636761831323168,8,336.69216,1.2657600000000002
2020-11-19 17:22:11,PU Puro,8.0,2.0,30.0,0.2917342578677705,0.008093991819781954,0.2844930949893245,0.07552261701064866,src_folder/PU/Umidade/Umidade_FC_009.csv,0.2606465202464833,Umidade,36.64908841768623,0.7543754821597934,28.568601634036824,0.09656398576969796,9,418.54464,8.038655644024036
2020-11-19 17:52:32,PU Puro,2.5,2.0,30.0,0.4349768201740903,0.0260083663946448,0.3988248332746339,0.08341417463462675,src_folder/PU/Umidade/Umidade_FC_010.csv,0.362619465946747,Umidade,38.0039181102265,1.3088244301304974,28.62047401572521,0.07970201239683529,10,261.59040000000005,1.9334803372157745
2020-11-20 11:54:27,PU Puro,5.0,4.0,30.0,0.36120470592388615,0.009296569610189992,0.3286937129246809,0.07063445928624203,src_folder/PU/Umidade/Umidade_FC_011.csv,0.29709102654219816,Umidade,31.59306997167737,0.1687970071476736,25.52757980646772,0.2683367276466156,11,329.0976,3.3488861794931166
2020-11-20 12:13:40,PU Puro,5.17,3.0,30.0,0.2885697957778189,0.00738973481260554,0.2661062742034106,0.053062868460074776,src_folder/PU/Umidade/Umidade_FC_012.csv,0.2365287685087165,Umidade,31.84454749247643,0.6283953642845339,26.520828740729044,0.254047587217852,12,320.23728,3.3488861794931166
2020-11-20 12:41:44,PU Puro,2.5,2.0,30.0,0.37416498248509694,0.015449694134236466,0.33811337453702645,0.06512571675864326,src_folder/PU/Umidade/Umidade_FC_013.csv,0.2940957999735483,Umidade,31.965105616553736,0.238594323533118,27.23640119929533,0.1828450859240238,13,254.83968,0.7307868767294607
2020-11-20 13:14:32,PU Puro,8.0,2.0,30.0,0.3329831999157363,0.011213897903076041,0.2925828505872464,0.07324232266531798,src_folder/PU/Umidade/Umidade_FC_014.csv,0.2787389768951731,Umidade,30.64452506664719,0.16525363397183182,28.62425917632413,0.22228790394160006,14,417.27888,2.634889555484276
2020-11-20 14:15:02,PU Puro,8.0,4.0,30.0,0.2871155061336157,0.0086911363725755,0.25748906569572744,0.07107169847462927,src_folder/PU/Umidade/Umidade_FC_015.csv,0.2472941673655398,Umidade,34.084656682063176,0.4769523865577665,27.66807178290938,0.06612997287260958,15,412.21584,5.981748387085504
2020-11-20 14:32:34,PU Puro,5.0,2.0,30.0,0.3733909538029159,0.011390795708850404,0.3333255507458786,0.07094050378403638,src_folder/PU/Umidade/Umidade_FC_016.csv,0.3042236988337909,Umidade,30.197192172380014,0.21539104910002446,28.672012507070665,0.2626827283626393,16,337.11408,1.9334803372157685
